month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,quarter,rpi,resale_price_real,sora_3m,inflation_yoy,real_interest_rate,sora_3m_lag1,real_interest_rate_lag1,lat,lon,nearest_mrt_line,nearest_mrt_dist_m
2018-04-01,ANG MO KIO,3 ROOM,256,ANG MO KIO AVE 4,04 TO 06,88.0,New Generation,1977,58 years 03 months,365000.0,2018-Q2,131.7,371097.19,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.37061517595951,103.83596769452,NS,1515.6
2018-04-01,BEDOK,3 ROOM,108,BEDOK NTH RD,10 TO 12,67.0,New Generation,1977,58 years 03 months,305000.0,2018-Q2,131.7,310094.91,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.33274009226511,103.936223519694,DT,650.5
2018-04-01,BEDOK,4 ROOM,657,JLN TENAGA,04 TO 06,107.0,Model A,1996,77 years 03 months,465000.0,2018-Q2,131.7,472767.65,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.33383104148884,103.90708968723,DT,187.3
2018-04-01,BUKIT BATOK,3 ROOM,242,BT BATOK EAST AVE 5,10 TO 12,69.0,New Generation,1985,66 years 08 months,238500.0,2018-Q2,131.7,242484.05,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.35095950808957,103.756233418128,NS,773.9
2018-04-01,BUKIT BATOK,3 ROOM,242,BT BATOK EAST AVE 5,01 TO 03,67.0,New Generation,1985,66 years 09 months,260000.0,2018-Q2,131.7,264343.2,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.35095950808957,103.756233418128,NS,773.9
2018-04-01,BUKIT BATOK,4 ROOM,183,BT BATOK WEST AVE 8,04 TO 06,103.0,New Generation,1984,65 years 05 months,405000.0,2018-Q2,131.7,411765.38,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.34632638068317,103.743377821414,NS,748.0
2018-04-01,BUKIT MERAH,4 ROOM,5,DELTA AVE,04 TO 06,91.0,New Generation,1985,66 years 08 months,593000.0,2018-Q2,131.7,602905.85,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.29223145125728,103.827600712862,EW,672.9
2018-04-01,BUKIT MERAH,5 ROOM,20,JLN MEMBINA,10 TO 12,110.0,Improved,2003,84 years 05 months,840000.0,2018-Q2,131.7,854031.89,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.28562459787443,103.825923251122,EW,128.4
2018-04-01,CHOA CHU KANG,5 ROOM,228,CHOA CHU KANG CTRL,04 TO 06,122.0,Improved,1989,70 years 02 months,450000.0,2018-Q2,131.7,457517.08,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.38094750691966,103.746495785208,NS,519.4
2018-04-01,HOUGANG,4 ROOM,137,LOR AH SOO,04 TO 06,106.0,Model A,1985,66 years 01 month,395000.0,2018-Q2,131.7,401598.33,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.34905321621757,103.88664017294,CC,1033.6
2018-04-01,JURONG WEST,4 ROOM,276A,JURONG WEST ST 25,10 TO 12,88.0,Model A2,2002,82 years 10 months,315000.0,2018-Q2,131.7,320261.96,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.35320439038387,103.703654377512,EW,1643.1
2018-04-01,KALLANG/WHAMPOA,3 ROOM,1,KG KAYU RD,01 TO 03,62.0,Standard,1984,65 years 06 months,292000.0,2018-Q2,131.7,296877.75,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.30355769675629,103.883796413118,CC,328.0
2018-04-01,SENGKANG,5 ROOM,157A,RIVERVALE CRES,10 TO 12,109.0,Premium Apartment,2003,84 years 06 months,400000.0,2018-Q2,131.7,406681.85,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.38785512397153,103.908392900982,NE,1497.1
2018-04-01,SENGKANG,5 ROOM,157A,RIVERVALE CRES,10 TO 12,110.0,Premium Apartment,2003,84 years 06 months,435000.0,2018-Q2,131.7,442266.51,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.38785512397153,103.908392900982,NE,1497.1
2018-04-01,TOA PAYOH,3 ROOM,94,LOR 4 TOA PAYOH,04 TO 06,60.0,Standard,1967,48 years 02 months,222000.0,2018-Q2,131.7,225708.43,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.33889442783825,103.849538318068,NS,340.7
2018-04-01,WOODLANDS,4 ROOM,108,WOODLANDS ST 13,07 TO 09,91.0,New Generation,1987,67 years 09 months,320000.0,2018-Q2,131.7,325345.48,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.43721908735525,103.781576753293,NS,529.0
2018-04-01,WOODLANDS,EXECUTIVE,331,WOODLANDS AVE 1,10 TO 12,192.0,Apartment,1994,74 years 09 months,800000.0,2018-Q2,131.7,813363.71,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.42940879659713,103.778713415091,NS,634.6
2018-04-01,YISHUN,5 ROOM,624,YISHUN RING RD,01 TO 03,121.0,Improved,1987,67 years 11 months,430000.0,2018-Q2,131.7,437182.99,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.41807789053212,103.835582914002,NS,285.6
2018-05-01,BEDOK,4 ROOM,108,BEDOK NTH RD,10 TO 12,91.0,New Generation,1977,58 years 02 months,408000.0,2018-Q2,131.7,414815.49,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.33274009226511,103.936223519694,DT,650.5
2018-05-01,BEDOK,EXECUTIVE,114,BEDOK RESERVOIR RD,01 TO 03,150.0,Maisonette,1985,66 years 06 months,550000.0,2018-Q2,131.7,559187.55,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.33056065989658,103.909838947885,DT,524.3
2018-05-01,GEYLANG,5 ROOM,47,JLN TIGA,16 TO 18,110.0,Improved,2005,86 years,823000.0,2018-Q2,131.7,836747.91,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.30876081841943,103.885032047857,CC,401.0
2018-05-01,HOUGANG,4 ROOM,978C,BUANGKOK CRES,01 TO 03,90.0,Model A,2003,84 years 03 months,310000.0,2018-Q2,131.7,315178.44,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.38001500314361,103.878741889941,NE,1641.7
2018-05-01,JURONG WEST,4 ROOM,276A,JURONG WEST ST 25,01 TO 03,85.0,Model A2,2002,82 years 09 months,303000.0,2018-Q2,131.7,308061.5,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.35320439038387,103.703654377512,EW,1643.1
2018-05-01,JURONG WEST,4 ROOM,276A,JURONG WEST ST 25,13 TO 15,85.0,Model A2,2002,82 years 10 months,315000.0,2018-Q2,131.7,320261.96,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.35320439038387,103.703654377512,EW,1643.1
2018-05-01,JURONG WEST,5 ROOM,823,JURONG WEST ST 81,10 TO 12,121.0,Improved,1990,70 years 11 months,373888.0,2018-Q2,131.7,380133.66,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.34670519811102,103.69427104484,EW,1071.9
2018-05-01,JURONG WEST,5 ROOM,744,JURONG WEST ST 73,07 TO 09,135.0,Model A,1993,74 years 07 months,408888.0,2018-Q2,131.7,415718.32,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.34665889281139,103.699099859364,EW,1025.2
2018-05-01,MARINE PARADE,4 ROOM,20,MARINE TER,04 TO 06,88.0,Improved,1975,55 years 08 months,492000.0,2018-Q2,131.7,500218.68,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.30371588728852,103.915067020322,EW,1940.3
2018-05-01,TOA PAYOH,3 ROOM,94,LOR 4 TOA PAYOH,01 TO 03,60.0,Standard,1967,48 years 02 months,230000.0,2018-Q2,131.7,233842.07,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.33889442783825,103.849538318068,NS,340.7
2018-05-01,TOA PAYOH,3 ROOM,47,LOR 6 TOA PAYOH,04 TO 06,58.0,Standard,1969,49 years 09 months,240000.0,2018-Q2,131.7,244009.11,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.33691029763166,103.854030352751,NS,870.2
2018-05-01,WOODLANDS,4 ROOM,108,WOODLANDS ST 13,10 TO 12,91.0,New Generation,1987,67 years 08 months,316000.0,2018-Q2,131.7,321278.66,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.43721908735525,103.781576753293,NS,529.0
2018-05-01,WOODLANDS,EXECUTIVE,142,MARSILING RD,07 TO 09,170.0,Apartment,1995,76 years,570000.0,2018-Q2,131.7,579521.64,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.43703348852642,103.777069314339,NS,596.1
2018-05-01,YISHUN,4 ROOM,657,YISHUN AVE 4,07 TO 09,83.0,Simplified,1987,68 years 06 months,300000.0,2018-Q2,131.7,305011.39,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.42224077094874,103.839349033609,NS,869.5
2018-05-01,YISHUN,5 ROOM,812,YISHUN RING RD,01 TO 03,122.0,Improved,1987,67 years 10 months,480000.0,2018-Q2,131.7,488018.22,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.41712015557139,103.832196916154,NS,109.3
2018-06-01,BISHAN,EXECUTIVE,119,BISHAN ST 12,04 TO 06,144.0,Apartment,1987,68 years,894000.0,2018-Q2,131.7,908933.94,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.34734957400825,103.850535153606,CC,455.7
2018-06-01,BUKIT MERAH,3 ROOM,18,TELOK BLANGAH CRES,04 TO 06,65.0,Improved,1975,55 years 11 months,252000.0,2018-Q2,131.7,256209.57,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.27790984713898,103.822535843622,EW,1044.2
2018-06-01,BUKIT MERAH,5 ROOM,20,JLN MEMBINA,07 TO 09,110.0,Improved,2003,84 years 03 months,835000.0,2018-Q2,131.7,848948.37,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.28562459787443,103.825923251122,EW,128.4
2018-06-01,BUKIT PANJANG,4 ROOM,404,FAJAR RD,07 TO 09,107.0,Model A,1988,69 years 04 months,348000.0,2018-Q2,131.7,353813.21,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.38063876738095,103.767550485267,DT,689.0
2018-06-01,CHOA CHU KANG,4 ROOM,430,CHOA CHU KANG AVE 4,04 TO 06,104.0,Model A,1993,73 years 11 months,340000.0,2018-Q2,131.7,345679.57,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.38391802750636,103.741090395244,NS,388.8
2018-06-01,CHOA CHU KANG,4 ROOM,430,CHOA CHU KANG AVE 4,07 TO 09,104.0,Model A,1993,74 years,368888.0,2018-Q2,131.7,375050.14,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.38391802750636,103.741090395244,NS,388.8
2018-06-01,GEYLANG,4 ROOM,47,JLN TIGA,10 TO 12,85.0,Model A,2005,85 years 10 months,680000.0,2018-Q2,131.7,691359.15,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.30876081841943,103.885032047857,CC,401.0
2018-06-01,JURONG EAST,EXECUTIVE,323,JURONG EAST ST 31,01 TO 03,147.0,Maisonette,1985,66 years 03 months,560000.0,2018-Q2,131.7,569354.59,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.34839013731603,103.728986352199,EW,802.2
2018-06-01,JURONG WEST,4 ROOM,823,JURONG WEST ST 81,01 TO 03,104.0,Model A,1990,70 years 11 months,280000.0,2018-Q2,131.7,284677.3,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.34670519811102,103.69427104484,EW,1071.9
2018-06-01,PASIR RIS,EXECUTIVE,237,PASIR RIS ST 21,04 TO 06,146.0,Apartment,1993,74 years 01 month,510000.0,2018-Q2,131.7,518519.36,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.37407916915993,103.962867929916,EW,1514.5
2018-06-01,SENGKANG,4 ROOM,441A,FERNVALE RD,13 TO 15,93.0,Model A,2012,92 years 09 months,417000.0,2018-Q2,131.7,423965.83,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.39109783626622,103.875166223525,NE,2202.2
2018-06-01,SENGKANG,5 ROOM,307A,ANCHORVALE RD,16 TO 18,110.0,Improved,2001,82 years 05 months,440000.0,2018-Q2,131.7,447350.04,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.38939756436216,103.888042664458,NE,865.7
2018-06-01,SENGKANG,EXECUTIVE,122C,SENGKANG EAST WAY,01 TO 03,129.0,Apartment,2000,81 years 01 month,475000.0,2018-Q2,131.7,482934.7,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.38750850228857,103.906143768947,NE,1273.0
2018-06-01,TAMPINES,5 ROOM,856,TAMPINES ST 82,01 TO 03,122.0,Improved,1986,66 years 10 months,580000.0,2018-Q2,131.7,589688.69,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.35344324893831,103.936557632514,DT,746.6
2018-06-01,WOODLANDS,4 ROOM,108,WOODLANDS ST 13,10 TO 12,102.0,New Generation,1987,67 years 07 months,350000.0,2018-Q2,131.7,355846.62,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.43721908735525,103.781576753293,NS,529.0
2018-06-01,WOODLANDS,5 ROOM,616,WOODLANDS AVE 4,07 TO 09,122.0,Improved,1998,79 years,380000.0,2018-Q2,131.7,386347.76,0.8872,-1.4958863126402395,2.3830863126402395,0.682,2.3996997759522114,1.4343227615451,103.795844279939,NS,896.2
2018-07-01,BEDOK,EXECUTIVE,114,BEDOK RESERVOIR RD,10 TO 12,150.0,Maisonette,1985,66 years 05 months,618000.0,2018-Q3,131.6,628800.91,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.33056065989658,103.909838947885,DT,524.3
2018-07-01,BEDOK,EXECUTIVE,114,BEDOK RESERVOIR RD,07 TO 09,148.0,Maisonette,1985,66 years 05 months,650000.0,2018-Q3,131.6,661360.18,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.33056065989658,103.909838947885,DT,524.3
2018-07-01,BISHAN,EXECUTIVE,119,BISHAN ST 12,10 TO 12,151.0,Apartment,1987,67 years 10 months,950000.0,2018-Q3,131.6,966603.34,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.34734957400825,103.850535153606,CC,455.7
2018-07-01,BUKIT BATOK,3 ROOM,414,BT BATOK WEST AVE 4,10 TO 12,73.0,Model A,1987,68 years 02 months,273000.0,2018-Q3,131.6,277771.28,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.36357610603461,103.74597741135,NS,857.5
2018-07-01,BUKIT BATOK,4 ROOM,242,BT BATOK EAST AVE 5,04 TO 06,96.0,New Generation,1985,66 years 06 months,390888.0,2018-Q3,131.6,397719.63,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.35095950808957,103.756233418128,NS,773.9
2018-07-01,BUKIT PANJANG,3 ROOM,250,BANGKIT RD,04 TO 06,73.0,Model A,1988,69 years 05 months,270000.0,2018-Q3,131.6,274718.84,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.38065502521671,103.773698672408,DT,1354.5
2018-07-01,BUKIT PANJANG,5 ROOM,652,SENJA LINK,16 TO 18,111.0,Premium Apartment,2001,82 years 05 months,490888.0,2018-Q3,131.6,499467.35,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.38744862342634,103.763847246671,DT,1007.7
2018-07-01,CHOA CHU KANG,4 ROOM,565,CHOA CHU KANG ST 52,10 TO 12,105.0,Model A,1995,76 years 04 months,353000.0,2018-Q3,131.6,359169.45,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.39490602898208,103.745309711791,NS,369.1
2018-07-01,CHOA CHU KANG,EXECUTIVE,107,TECK WHYE LANE,04 TO 06,146.0,Maisonette,1989,69 years 08 months,510000.0,2018-Q3,131.6,518913.37,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.37805538148223,103.753588247554,DT,901.9
2018-07-01,CHOA CHU KANG,EXECUTIVE,107,TECK WHYE LANE,04 TO 06,146.0,Maisonette,1989,69 years 07 months,515000.0,2018-Q3,131.6,524000.76,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.37805538148223,103.753588247554,DT,901.9
2018-07-01,HOUGANG,4 ROOM,547,HOUGANG ST 51,04 TO 06,102.0,Model A,1992,73 years 03 months,370000.0,2018-Q3,131.6,376466.57,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.37936125002,103.892035568366,NE,419.0
2018-07-01,JURONG WEST,4 ROOM,446,JURONG WEST ST 42,01 TO 03,109.0,Model A,1985,65 years 10 months,340000.0,2018-Q3,131.6,345942.25,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.35221571310532,103.719555604477,EW,901.5
2018-07-01,KALLANG/WHAMPOA,3 ROOM,462,CRAWFORD LANE,10 TO 12,60.0,Improved,1981,62 years 03 months,358000.0,2018-Q3,131.6,364256.84,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.30458618029941,103.860840750826,EW,381.8
2018-07-01,PASIR RIS,EXECUTIVE,203,PASIR RIS ST 21,07 TO 09,145.0,Apartment,1993,74 years 02 months,560000.0,2018-Q3,131.6,569787.23,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.36694570799969,103.962072493987,DT,1452.1
2018-07-01,SENGKANG,3 ROOM,441A,FERNVALE RD,13 TO 15,69.0,Model A,2012,92 years 08 months,276000.0,2018-Q3,131.6,280823.71,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.39109783626622,103.875166223525,NE,2202.2
2018-07-01,SENGKANG,4 ROOM,403B,FERNVALE LANE,13 TO 15,93.0,Premium Apartment,2004,84 years 09 months,386000.0,2018-Q3,131.6,392746.2,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.38879143490193,103.872979832028,NE,2342.0
2018-07-01,SENGKANG,5 ROOM,157A,RIVERVALE CRES,04 TO 06,112.0,Premium Apartment,2003,84 years 04 months,375000.0,2018-Q3,131.6,381553.95,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.38785512397153,103.908392900982,NE,1497.1
2018-07-01,SENGKANG,5 ROOM,104,RIVERVALE WALK,07 TO 09,122.0,Improved,1999,79 years 08 months,426888.0,2018-Q3,131.6,434348.81,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.38262745864985,103.900929877213,NE,858.0
2018-07-01,TAMPINES,5 ROOM,856,TAMPINES ST 82,04 TO 06,122.0,Improved,1986,66 years 09 months,510000.0,2018-Q3,131.6,518913.37,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.35344324893831,103.936557632514,DT,746.6
2018-07-01,TAMPINES,5 ROOM,727,TAMPINES ST 71,04 TO 06,123.0,Improved,1997,78 years 03 months,545000.0,2018-Q3,131.6,554525.08,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.3563134994008,103.935483915221,DT,846.1
2018-07-01,TAMPINES,5 ROOM,518D,TAMPINES CTRL 7,07 TO 09,109.0,DBSS,2008,89 years 05 months,800000.0,2018-Q3,131.6,813981.76,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.3563750896162,103.939270634189,DT,435.1
2018-07-01,TOA PAYOH,3 ROOM,115,POTONG PASIR AVE 1,04 TO 06,67.0,New Generation,1984,65 years 03 months,358000.0,2018-Q3,131.6,364256.84,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.33726999806036,103.862806558366,NE,909.1
2018-07-01,WOODLANDS,4 ROOM,317,WOODLANDS ST 31,01 TO 03,103.0,Model A,1993,73 years 10 months,320000.0,2018-Q3,131.6,325592.71,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.43189593455214,103.776268265174,NS,264.7
2018-07-01,WOODLANDS,5 ROOM,214,MARSILING LANE,07 TO 09,118.0,Improved,1981,61 years 10 months,350000.0,2018-Q3,131.6,356117.02,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.44697084540303,103.771713364181,NS,1614.3
2018-07-01,WOODLANDS,5 ROOM,214,MARSILING LANE,10 TO 12,118.0,Improved,1981,61 years 11 months,440000.0,2018-Q3,131.6,447689.97,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.44697084540303,103.771713364181,NS,1614.3
2018-08-01,BEDOK,4 ROOM,35,BEDOK STH AVE 2,13 TO 15,90.0,Improved,1977,58 years 01 month,343000.0,2018-Q3,131.6,348994.68,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.32233220742919,103.939766219283,EW,913.9
2018-08-01,BEDOK,5 ROOM,94D,BEDOK NTH AVE 4,01 TO 03,124.0,Improved,1993,73 years 09 months,518000.0,2018-Q3,131.6,527053.19,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.33362172764796,103.941297342188,EW,910.9
2018-08-01,BEDOK,EXECUTIVE,114,BEDOK RESERVOIR RD,01 TO 03,150.0,Maisonette,1985,66 years 04 months,520000.0,2018-Q3,131.6,529088.15,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.33056065989658,103.909838947885,DT,524.3
2018-08-01,BUKIT PANJANG,3 ROOM,250,BANGKIT RD,04 TO 06,73.0,Model A,1988,69 years 03 months,270000.0,2018-Q3,131.6,274718.84,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.38065502521671,103.773698672408,DT,1354.5
2018-08-01,BUKIT PANJANG,EXECUTIVE,652,SENJA LINK,07 TO 09,130.0,Premium Apartment,2001,82 years 03 months,568000.0,2018-Q3,131.6,577927.05,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.38744862342634,103.763847246671,DT,1007.7
2018-08-01,CHOA CHU KANG,5 ROOM,228,CHOA CHU KANG CTRL,04 TO 06,122.0,Improved,1989,69 years 09 months,415000.0,2018-Q3,131.6,422253.04,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.38094750691966,103.746495785208,NS,519.4
2018-08-01,HOUGANG,4 ROOM,547,HOUGANG ST 51,04 TO 06,103.0,Model A,1992,73 years 02 months,380000.0,2018-Q3,131.6,386641.34,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.37936125002,103.892035568366,NE,419.0
2018-08-01,HOUGANG,4 ROOM,137,LOR AH SOO,10 TO 12,113.0,Model A,1985,65 years 08 months,435000.0,2018-Q3,131.6,442602.58,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.34905321621757,103.88664017294,CC,1033.6
2018-08-01,JURONG WEST,4 ROOM,823,JURONG WEST ST 81,04 TO 06,104.0,Model A,1990,70 years 09 months,307000.0,2018-Q3,131.6,312365.5,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.34670519811102,103.69427104484,EW,1071.9
2018-08-01,SEMBAWANG,4 ROOM,508C,WELLINGTON CIRCLE,10 TO 12,85.0,Model A,2004,85 years,352888.0,2018-Q3,131.6,359055.5,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.45288239563765,103.821431874269,NS,457.6
2018-08-01,SENGKANG,4 ROOM,307A,ANCHORVALE RD,07 TO 09,90.0,Model A,2001,82 years 03 months,330000.0,2018-Q3,131.6,335767.48,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.38939756436216,103.888042664458,NE,865.7
2018-08-01,SENGKANG,4 ROOM,104,RIVERVALE WALK,07 TO 09,100.0,Model A,1999,79 years 07 months,375000.0,2018-Q3,131.6,381553.95,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.38262745864985,103.900929877213,NE,858.0
2018-08-01,SENGKANG,4 ROOM,104,RIVERVALE WALK,13 TO 15,104.0,Model A,1999,79 years 07 months,415000.0,2018-Q3,131.6,422253.04,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.38262745864985,103.900929877213,NE,858.0
2018-08-01,SENGKANG,5 ROOM,403B,FERNVALE LANE,04 TO 06,111.0,Premium Apartment,2004,84 years 07 months,426000.0,2018-Q3,131.6,433445.29,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.38879143490193,103.872979832028,NE,2342.0
2018-08-01,TAMPINES,4 ROOM,467,TAMPINES ST 44,04 TO 06,105.0,Model A,1987,67 years 09 months,415000.0,2018-Q3,131.6,422253.04,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.35996852651128,103.954665911889,DT,429.5
2018-08-01,TOA PAYOH,3 ROOM,115,POTONG PASIR AVE 1,04 TO 06,67.0,New Generation,1984,65 years 03 months,295000.0,2018-Q3,131.6,300155.78,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.33726999806036,103.862806558366,NE,909.1
2018-08-01,WOODLANDS,4 ROOM,108,WOODLANDS ST 13,04 TO 06,91.0,New Generation,1987,67 years 05 months,310000.0,2018-Q3,131.6,315417.93,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.43721908735525,103.781576753293,NS,529.0
2018-08-01,WOODLANDS,5 ROOM,306,WOODLANDS ST 31,01 TO 03,132.0,Model A,1993,73 years 06 months,425000.0,2018-Q3,131.6,432427.81,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.42992991993554,103.774636554651,NS,308.9
2018-08-01,YISHUN,4 ROOM,657,YISHUN AVE 4,07 TO 09,83.0,Simplified,1987,68 years 04 months,300000.0,2018-Q3,131.6,305243.16,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.42224077094874,103.839349033609,NS,869.5
2018-09-01,BEDOK,5 ROOM,604,BEDOK RESERVOIR RD,10 TO 12,121.0,Improved,1982,62 years 08 months,488000.0,2018-Q3,131.6,496528.88,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.33079235635694,103.913183390283,DT,672.3
2018-09-01,BEDOK,5 ROOM,649,JLN TENAGA,10 TO 12,124.0,Improved,1993,73 years 08 months,585000.0,2018-Q3,131.6,595224.16,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.33237199569139,103.906117409993,DT,380.2
2018-09-01,BEDOK,5 ROOM,94D,BEDOK NTH AVE 4,10 TO 12,127.0,Improved,1993,73 years 08 months,603000.0,2018-Q3,131.6,613538.75,1.2199,-0.903614457831338,2.1235144578313383,0.8872,2.3830863126402395,1.33362172764796,103.941297342188,EW,910.9
