iter	Passed	Remaining
1664	162766	130506
1665	162856	130402
1666	162947	130299
1667	163045	130201
1668	163137	130099
1669	163243	130008
1670	163330	129902
1671	163419	129796
1672	163511	129694
1673	163602	129591
1674	163689	129485
1675	163789	129390
1676	163888	129293
1677	164047	129243
1678	164130	129133
1679	164230	129037
1680	164311	128927
1681	164409	128829
1682	164522	128743
1683	164620	128646
1684	164714	128545
1685	164806	128443
1686	164894	128338
1687	164988	128237
1688	165082	128137
1689	165197	128052
1690	165306	127963
1691	165421	127878
1692	165526	127786
1693	165627	127691
1694	165728	127596
1695	165834	127504
1696	165943	127415
1697	166049	127324
1698	166146	127225
1699	166252	127134
1700	166356	127040
1701	166444	126935
1702	166537	126834
1703	166630	126733
1704	166734	126640
1705	166849	126555
1706	166958	126465
1707	167055	126367
1708	167166	126279
1709	167264	126181
1710	167378	126096
1711	167484	126004
1712	167595	125916
1713	167694	125819
1714	167793	125722
1715	167896	125629
1716	168007	125541
1717	168108	125445
1718	168217	125355
1719	168319	125260
1720	168420	125165
1721	168518	125067
1722	168615	124969
1723	168724	124879
1724	168831	124788
1725	168917	124681
1726	169010	124580
1727	169109	124483
1728	169208	124386
1729	169326	124303
1730	169427	124207
1731	169518	124104
1732	169612	124004
1733	169705	123902
1734	169799	123801
1735	169888	123697
1736	169993	123604
1737	170080	123498
1738	170179	123402
1739	170286	123310
1740	170371	123204
1741	170472	123108
1742	170571	123011
1743	170664	122909
1744	170750	122803
1745	170846	122704
1746	170954	122613
1747	171057	122519
1748	171162	122426
1749	171261	122329
1750	171358	122231
1751	171486	122154
1752	171578	122052
1753	171675	121954
1754	171781	121862
1755	171887	121769
1756	171983	121670
1757	172087	121577
1758	172191	121483
1759	172295	121390
1760	172400	121297
1761	172505	121204
1762	172606	121108
1763	172706	121011
1764	172816	120922
1765	172912	120823
1766	173008	120723
1767	173103	120623
1768	173202	120526
1769	173292	120423
1770	173384	120321
1771	173489	120228
1772	173583	120128
1773	173688	120034
1774	173783	119935
1775	173876	119834
1776	173964	119729
1777	174067	119634
1778	174157	119531
1779	174267	119441
1780	174359	119340
1781	174452	119238
1782	174587	119166
1783	174681	119065
1784	174776	118965
1785	174886	118875
1786	174983	118777
1787	175074	118674
1788	175168	118574
1789	175274	118481
1790	175380	118388
1791	175482	118294
1792	175581	118196
1793	175679	118099
1794	175765	117993
1795	175858	117891
1796	175949	117789
1797	176047	117691
1798	176153	117598
1799	176261	117507
1800	176363	117412
1801	176459	117313
1802	176559	117216
1803	176663	117122
1804	176766	117028
1805	176861	116928
1806	176955	116827
1807	177059	116733
1808	177157	116636
1809	177260	116541
1810	177351	116438
1811	177448	116340
1812	177557	116249
1813	177648	116147
1814	177760	116058
1815	177860	115961
1816	177968	115870
1817	178078	115780
1818	178190	115691
1819	178308	115606
1820	178414	115514
1821	178510	115414
1822	178610	115317
1823	178700	115214
1824	178812	115125
1825	178920	115034
1826	179028	114942
1827	179138	114852
1828	179261	114770
1829	179370	114679
1830	179478	114587
1831	179579	114491
1832	179685	114399
1833	179824	114327
1834	179917	114225
1835	180040	114143
1836	180139	114045
1837	180220	113937
1838	180320	113840
1839	180408	113735
1840	180507	113638
1841	180606	113540
1842	180710	113446
1843	180827	113360
1844	180927	113263
1845	181031	113168
1846	181132	113073
1847	181232	112976
1848	181333	112880
1849	181450	112793
1850	181551	112697
1851	181645	112596
1852	181733	112492
1853	181836	112397
1854	181936	112300
1855	182046	112209
1856	182158	112120
1857	182264	112027
1858	182358	111926
1859	182471	111837
1860	182548	111726
1861	182635	111621
1862	182736	111525
1863	182839	111430
1864	182941	111334
1865	183035	111233
1866	183149	111145
1867	183253	111050
1868	183351	110952
1869	183442	110850
1870	183542	110753
1871	183648	110659
1872	183753	110565
1873	183848	110466
1874	183941	110365
1875	184029	110260
1876	184121	110158
1877	184209	110054
1878	184314	109960
1879	184418	109866
1880	184533	109778
1881	184636	109683
1882	184735	109585
1883	184848	109495
1884	184939	109393
1885	185110	109338
1886	185216	109245
1887	185319	109149
1888	185428	109058
1889	185530	108962
1890	185645	108873
1891	185758	108784
1892	185854	108685
1893	185958	108590
1894	186056	108492
1895	186183	108410
1896	186287	108315
1897	186372	108209
1898	186469	108111
1899	186579	108019
1900	186686	107926
1901	186782	107826
1902	186868	107722
1903	186958	107619
1904	187069	107528
1905	187174	107433
1906	187274	107336
1907	187383	107244
1908	187475	107142
1909	187559	107036
1910	187654	106936
1911	187752	106838
1912	187840	106734
1913	187939	106636
1914	188035	106537
1915	188134	106439
1916	188238	106344
1917	188346	106252
1918	188447	106155
1919	188535	106051
1920	188635	105953
1921	188737	105857
1922	188836	105760
1923	188931	105659
1924	189021	105557
1925	189111	105454
1926	189221	105363
1927	189315	105262
1928	189408	105161
1929	189502	105060
1930	189599	104962
1931	189700	104865
1932	189799	104767
1933	189911	104677
1934	190015	104582
1935	190113	104483
1936	190210	104384
1937	190353	104311
1938	190474	104225
1939	190588	104135
1940	190670	104028
1941	190771	103931
1942	190864	103831
1943	190956	103729
1944	191067	103638
1945	191167	103540
1946	191285	103453
1947	191382	103354
1948	191475	103253
1949	191566	103150
1950	191661	103051
1951	191770	102958
1952	191866	102859
1953	191957	102757
1954	192070	102666
1955	192162	102565
1956	192253	102463
1957	192353	102365
1958	192450	102267
1959	192552	102170
1960	192642	102068
1961	192728	101963
1962	192834	101869
1963	192942	101776
1964	193048	101682
1965	193151	101586
1966	193267	101497
1967	193369	101400
1968	193473	101306
1969	193601	101222
1970	193705	101127
1971	193806	101031
1972	193910	100935
1973	194022	100844
1974	194126	100749
1975	194227	100652
1976	194314	100548
1977	194421	100454
1978	194517	100354
1979	194617	100257
1980	194713	100157
1981	194795	100051
1982	194894	99953
1983	194983	99850
1984	195085	99753
1985	195182	99655
1986	195288	99560
1987	195400	99469
1988	195497	99370
1989	195646	99298
1990	195746	99200
1991	195864	99111
1992	195963	99014
1993	196063	98916
1994	196159	98817
1995	196263	98721
1996	196362	98623
1997	196452	98521
1998	196557	98426
1999	196664	98332
2000	196778	98241
2001	196863	98136
2002	196970	98042
2003	197083	97951
2004	197196	97860
2005	197301	97765
2006	197418	97676
2007	197516	97578
2008	197628	97486
2009	197724	97386
2010	197816	97285
2011	197933	97195
2012	198031	97097
2013	198130	96999
2014	198232	96902
2015	198340	96809
2016	198448	96715
2017	198554	96620
2018	198638	96515
2019	198734	96415
2020	198840	96320
2021	198950	96228
2022	199049	96130
2023	199156	96035
2024	199264	95942
2025	199368	95846
2026	199478	95753
2027	199581	95657
2028	199691	95564
2029	199801	95471
2030	199920	95382
2031	200020	95285
2032	200116	95185
2033	200225	95092
2034	200345	95004
2035	200459	94912
2036	200558	94814
2037	200672	94723
2038	200781	94630
2039	200934	94557
2040	201024	94455
2041	201133	94361
2042	201236	94265
2043	201353	94174
2044	201461	94080
2045	201567	93985
2046	201663	93886
2047	201771	93792
2048	201878	93697
2049	201980	93600
2050	202085	93505
2051	202198	93413
2052	202304	93318
2053	202403	93219
2054	202496	93118
2055	202592	93019
2056	202684	92917
2057	202788	92821
2058	202913	92734
2059	203017	92639
2060	203117	92541
2061	203234	92450
2062	203332	92352
2063	203446	92260
2064	203552	92165
2065	203656	92069
2066	203753	91970
2067	203846	91869
2068	203947	91771
2069	204045	91672
2070	204159	91580
2071	204267	91486
2072	204375	91392
2073	204476	91294
2074	204579	91197
2075	204683	91101
2076	204796	91009
2077	204902	90914
2078	205008	90819
2079	205112	90722
2080	205224	90629
2081	205316	90528
2082	205410	90427
2083	205526	90337
2084	205635	90242
2085	205741	90147
2086	205837	90047
2087	205941	89951
2088	206046	89855
2089	206183	89773
2090	206294	89680
2091	206398	89584
2092	206498	89485
2093	206613	89394
2094	206712	89295
2095	206821	89201
2096	206921	89103
2097	207023	89006
2098	207125	88909
2099	207228	88812
2100	207325	88712
2101	207431	88617
2102	207532	88519
2103	207650	88429
2104	207759	88334
2105	207864	88238
2106	207970	88143
2107	208071	88045
2108	208184	87952
2109	208275	87850
2110	208382	87755
2111	208479	87656
2112	208574	87556
2113	208682	87461
2114	208784	87363
2115	208896	87270
2116	208990	87169
2117	209069	87062
2118	209176	86967
2119	209272	86867
2120	209379	86772
2121	209490	86679
2122	209603	86585
2123	209710	86490
2124	209816	86394
2125	209914	86296
2126	210017	86198
2127	210109	86097
2128	210214	86001
2129	210327	85908
2130	210440	85815
2131	210532	85713
2132	210631	85615
2133	210739	85520
2134	210834	85419
2135	210929	85319
2136	211028	85221
2137	211119	85119
2138	211209	85017
2139	211311	84919
2140	211453	84838
2141	211553	84739
2142	211646	84638
2143	211748	84541
2144	211848	84442
2145	211941	84342
2146	212037	84242
2147	212148	84148
2148	212254	84052
2149	212361	83956
2150	212457	83856
2151	212550	83756
2152	212642	83654
2153	212736	83553
2154	212847	83459
2155	212951	83363
2156	213069	83272
2157	213175	83176
2158	213265	83073
2159	213355	82971
2160	213446	82869
2161	213547	82772
2162	213648	82673
2163	213747	82575
2164	213837	82473
2165	213940	82375
2166	214047	82280
2167	214147	82181
2168	214252	82085
2169	214369	81993
2170	214473	81897
2171	214595	81807
2172	214696	81709
2173	214797	81611
2174	214898	81513
2175	214990	81412
2176	215100	81317
2177	215205	81220
2178	215304	81121
2179	215413	81027
2180	215503	80925
2181	215595	80823
2182	215700	80727
2183	215807	80631
2184	215907	80533
2185	216017	80438
2186	216132	80345
2187	216235	80248
2188	216359	80158
2189	216461	80061
2190	216575	79967
2191	216681	79871
2192	216794	79778
2193	216890	79678
2194	216995	79581
2195	217095	79483
2196	217207	79388
2197	217339	79302
2198	217450	79207
2199	217572	79117
2200	217684	79023
2201	217788	78926
2202	217881	78825
2203	217974	78723
2204	218061	78620
2205	218156	78520
2206	218257	78422
2207	218366	78327
2208	218481	78234
2209	218584	78136
2210	218687	78038
2211	218775	77936
2212	218874	77837
2213	218972	77738
2214	219080	77642
2215	219193	77548
2216	219292	77449
2217	219405	77355
2218	219504	77256
2219	219596	77155
2220	219703	77059
2221	219807	76962
2222	219913	76865
2223	220019	76769
2224	220122	76671
2225	220218	76571
2226	220321	76474
2227	220415	76373
2228	220514	76274
2229	220607	76173
2230	220709	76075
2231	220830	75984
2232	220919	75882
2233	221017	75783
2234	221126	75687
2235	221223	75587
2236	221316	75487
2237	221415	75388
2238	221518	75290
2239	221627	75195
2240	221735	75099
2241	221836	75000
2242	221951	74907
2243	222068	74814
2244	222168	74715
2245	222279	74620
2246	222368	74518
2247	222461	74417
2248	222580	74325
2249	222680	74226
2250	222789	74131
2251	222897	74035
2252	223005	73939
2253	223102	73839
2254	223203	73741
2255	223306	73643
2256	223406	73544
2257	223501	73444
2258	223599	73345
2259	223697	73246
2260	223804	73149
2261	223896	73048
2262	223985	72946
2263	224088	72848
2264	224190	72750
2265	224284	72650
2266	224388	72552
2267	224482	72452
2268	224575	72351
2269	224671	72251
2270	224767	72151
2271	224868	72053
2272	224969	71954
2273	225072	71856
2274	225178	71760
2275	225273	71660
2276	225370	71560
2277	225469	71461
2278	225567	71362
2279	225660	71261
2280	225760	71162
2281	225867	71066
2282	225958	70964
2283	226067	70868
2284	226168	70770
2285	226260	70669
2286	226365	70572
2287	226470	70475
2288	226568	70375
2289	226678	70280
2290	226788	70184
2291	226898	70088
2292	226995	69989
2293	227105	69893
2294	227264	69813
2295	227369	69716
2296	227471	69618
2297	227570	69518
2298	227666	69418
2299	227763	69319
2300	227854	69217
2301	227967	69123
2302	228075	69026
2303	228187	68931
2304	228281	68831
2305	228383	68733
2306	228483	68634
2307	228594	68538
2308	228705	68443
2309	228805	68344
2310	228905	68245
2311	229003	68146
2312	229102	68047
2313	229208	67950
2314	229308	67851
2315	229408	67752
2316	229507	67653
2317	229616	67557
2318	229729	67462
2319	229837	67366
2320	229937	67267
2321	230039	67169
2322	230157	67075
2323	230272	66981
2324	230380	66884
2325	230486	66787
2326	230583	66687
2327	230695	66592
2328	230802	66495
2329	230910	66399
2330	231021	66303
2331	231123	66205
2332	231222	66105
2333	231333	66010
2334	231428	65909
2335	231530	65811
2336	231643	65716
2337	231747	65618
2338	231847	65519
2339	231954	65423
2340	232053	65323
2341	232169	65229
2342	232261	65128
2343	232372	65032
2344	232529	64949
2345	232623	64848
2346	232734	64753
2347	232832	64653
2348	232921	64551
2349	233004	64448
2350	233114	64352
2351	233216	64253
2352	233315	64154
2353	233419	64056
2354	233514	63956
2355	233608	63855
2356	233721	63760
2357	233854	63670
2358	233967	63574
2359	234066	63475
2360	234163	63375
2361	234267	63277
2362	234360	63177
2363	234466	63079
2364	234583	62985
2365	234686	62887
2366	234795	62790
2367	234895	62691
2368	234984	62589
2369	235072	62487
2370	235168	62387
2371	235272	62289
2372	235371	62190
2373	235464	62089
2374	235554	61988
2375	235648	61887
2376	235753	61789
2377	235858	61692
2378	235961	61593
2379	236066	61496
2380	236164	61396
2381	236270	61299
2382	236379	61202
2383	236479	61103
2384	236581	61005
2385	236685	60907
2386	236789	60809
2387	236900	60713
2388	236990	60611
2389	237095	60513
2390	237198	60415
2391	237291	60314
2392	237394	60216
2393	237513	60122
2394	237615	60024
2395	237722	59926
2396	237853	59835
2397	237966	59739
2398	238056	59638
2399	238157	59539
2400	238258	59440
2401	238365	59343
2402	238466	59244
2403	238567	59145
2404	238706	59056
2405	238809	58957
2406	238921	58861
2407	239034	58765
2408	239128	58665
2409	239221	58564
2410	239328	58467
2411	239424	58367
2412	239529	58269
2413	239627	58169
2414	239732	58071
2415	239830	57972
2416	239932	57873
2417	240028	57773
2418	240126	57674
2419	240235	57577
2420	240349	57481
2421	240462	57385
2422	240573	57288
2423	240672	57189
2424	240770	57089
2425	240894	56996
2426	241003	56899
2427	241110	56801
2428	241219	56704
2429	241301	56601
2430	241388	56499
2431	241488	56400
2432	241597	56303
2433	241699	56204
2434	241796	56104
2435	241898	56006
2436	241999	55907
2437	242104	55809
2438	242199	55708
2439	242315	55613
2440	242426	55516
2441	242527	55417
2442	242632	55319
2443	242736	55221
2444	242857	55127
2445	242963	55029
2446	243131	54945
2447	243222	54844
2448	243313	54743
2449	243411	54643
2450	243518	54545
2451	243624	54447
2452	243736	54351
2453	243842	54253
2454	243941	54154
2455	244041	54054
2456	244136	53954
2457	244237	53855
2458	244328	53754
2459	244430	53655
2460	244538	53558
2461	244651	53461
2462	244746	53361
2463	244835	53259
2464	244945	53162
2465	245057	53065
2466	245153	52965
2467	245258	52867
2468	245360	52768
2469	245454	52668
2470	245554	52569
2471	245650	52469
2472	245741	52367
2473	245849	52270
2474	245958	52173
2475	246063	52074
2476	246167	51976
2477	246272	51878
2478	246374	51779
2479	246481	51681
2480	246592	51584
2481	246710	51489
2482	246909	51410
2483	247076	51325
2484	247247	51240
2485	247387	51149
2486	247605	51074
2487	247769	50987
2488	247932	50901
2489	248171	50830
2490	248442	50765
2491	248595	50676
2492	248745	50587
2493	248893	50497
2494	249048	50408
2495	249195	50318
2496	249357	50230
2497	249522	50144
2498	249663	50052
2499	249815	49963
2500	249966	49873
2501	250117	49783
2502	250272	49694
2503	250431	49606
2504	250603	49520
2505	250765	49432
2506	250916	49342
2507	251064	49251
2508	251226	49163
2509	251394	49077
2510	251545	48986
2511	251709	48899
2512	251876	48811
2513	252009	48717
2514	252143	48624
2515	252320	48538
2516	252477	48449
2517	252642	48361
2518	252797	48271
2519	252960	48182
2520	253119	48093
2521	253278	48004
2522	253459	47919
2523	253675	47840
2524	253891	47761
2525	254069	47675
2526	254226	47585
2527	254395	47497
2528	254558	47408
2529	254746	47324
2530	254917	47236
2531	255092	47149
2532	255257	47060
2533	255432	46973
2534	255611	46887
2535	255778	46798
2536	255927	46706
2537	256088	46616
2538	256269	46530
2539	256454	46444
2540	256632	46357
2541	256801	46268
2542	256988	46183
2543	257154	46093
2544	257316	46003
2545	257474	45912
2546	257654	45825
2547	257826	45736
2548	258010	45650
2549	258194	45563
2550	258370	45475
2551	258538	45386
2552	258702	45295
2553	258852	45202
2554	259012	45111
2555	259287	45040
2556	259454	44950
2557	259619	44859
2558	259792	44770
2559	259979	44684
2560	260142	44593
2561	260319	44504
2562	260508	44417
2563	260683	44328
2564	260854	44238
2565	261029	44149
2566	261204	44059
2567	261387	43971
2568	261551	43880
2569	261724	43790
2570	261924	43704
2571	262097	43614
2572	262283	43526
2573	262501	43444
2574	262690	43356
2575	262861	43266
2576	263033	43175
2577	263221	43087
2578	263407	42999
2579	263589	42909
2580	263774	42821
2581	263943	42729
2582	264101	42636
2583	264250	42541
2584	264484	42460
2585	264701	42376
2586	264879	42286
2587	265050	42195
2588	265223	42103
2589	265403	42013
2590	265586	41923
2591	265737	41829
2592	265900	41735
2593	266088	41646
2594	266263	41555
2595	266447	41465
2596	266632	41375
2597	266808	41284
2598	266991	41194
2599	267165	41102
2600	267335	41009
2601	267522	40920
2602	267687	40826
2603	267857	40734
2604	268028	40641
2605	268206	40550
2606	268404	40461
2607	268578	40369
2608	268762	40278
2609	268934	40185
2610	269113	40093
2611	269278	39999
2612	269452	39907
2613	269635	39816
2614	269835	39727
2615	270149	39654
2616	270304	39559
2617	270460	39463
2618	270633	39370
2619	270803	39276
2620	270964	39181
2621	271131	39087
2622	271281	38990
2623	271440	38895
2624	271605	38800
2625	271769	38705
2626	271935	38611
2627	272091	38515
2628	272244	38418
2629	272391	38321
2630	272581	38229
2631	272731	38132
2632	272899	38038
2633	273059	37942
2634	273217	37846
2635	273386	37751
2636	273542	37654
2637	273716	37560
2638	273892	37466
2639	274057	37371
2640	274219	37275
2641	274376	37178
2642	274536	37082
2643	274697	36986
2644	274870	36891
2645	275038	36796
2646	275207	36701
2647	275415	36611
2648	275630	36521
2649	275786	36424
2650	275968	36330
2651	276135	36235
2652	276309	36140
2653	276491	36046
2654	276679	35952
2655	276842	35856
2656	277003	35759
2657	277171	35663
2658	277324	35565
2659	277492	35468
2660	277653	35371
2661	277829	35276
2662	277989	35179
2663	278130	35079
2664	278290	34982
2665	278459	34885
2666	278620	34788
2667	278794	34692
2668	278955	34595
2669	279133	34499
2670	279290	34401
2671	279447	34303
2672	279568	34200
2673	279741	34104
2674	279919	34008
2675	280090	33912
2676	280266	33816
2677	280428	33718
2678	280627	33624
2679	280882	33538
2680	281049	33440
2681	281227	33344
2682	281402	33248
2683	281564	33149
2684	281734	33052
2685	281897	32954
2686	282061	32856
2687	282228	32758
2688	282405	32661
2689	282586	32565
2690	282748	32467
2691	282922	32370
2692	283105	32273
2693	283269	32175
2694	283442	32077
2695	283608	31979
2696	283790	31883
2697	283959	31784
2698	284113	31685
2699	284276	31586
2700	284463	31490
2701	284637	31392
2702	284811	31294
2703	284959	31193
2704	285129	31095
2705	285305	30997
2706	285474	30899
2707	285619	30797
2708	285781	30698
2709	285945	30599
2710	286126	30501
2711	286391	30413
2712	286567	30315
2713	286739	30216
2714	286911	30117
2715	287078	30018
2716	287241	29918
2717	287421	29820
2718	287602	29722
2719	287777	29624
2720	287972	29527
2721	288129	29426
2722	288291	29326
2723	288464	29227
2724	288658	29130
2725	288827	29031
2726	289000	28931
2727	289163	28831
2728	289323	28730
2729	289502	28632
2730	289668	28531
2731	289841	28432
2732	290022	28333
2733	290190	28233
2734	290356	28133
2735	290534	28034
2736	290697	27933
2737	290859	27832
2738	291048	27734
2739	291211	27633
2740	291380	27532
2741	291534	27431
2742	291809	27340
2743	291966	27238
2744	292109	27135
2745	292275	27034
2746	292449	26934
2747	292610	26833
2748	292770	26731
2749	292925	26629
2750	293077	26527
2751	293232	26424
2752	293399	26323
2753	293561	26222
2754	293715	26119
2755	293868	26017
2756	294013	25914
2757	294162	25811
2758	294328	25709
2759	294484	25607
2760	294648	25505
2761	294795	25402
2762	294951	25299
2763	295100	25196
2764	295246	25093
2765	295383	24989
2766	295529	24885
2767	295687	24783
2768	295833	24679
2769	295973	24575
2770	296124	24472
2771	296270	24368
2772	296422	24265
2773	296579	24162
2774	296729	24059
2775	296872	23955
2776	297113	23858
2777	297276	23756
2778	297430	23653
2779	297610	23551
2780	297768	23448
2781	297913	23344
2782	298092	23243
2783	298258	23140
2784	298424	23038
2785	298585	22935
2786	298745	22832
2787	298915	22729
2788	299062	22625
2789	299234	22523
2790	299396	22419
2791	299564	22317
2792	299715	22213
2793	299882	22110
2794	300042	22006
2795	300208	21903
2796	300380	21800
2797	300540	21697
2798	300710	21594
2799	300872	21490
2800	301052	21388
2801	301207	21284
2802	301394	21182
2803	301550	21078
2804	301721	20975
2805	301883	20871
2806	302040	20767
2807	302210	20663
2808	302512	20569
2809	302692	20466
2810	302837	20361
2811	303006	20257
2812	303144	20152
2813	303293	20047
2814	303436	19941
2815	303598	19837
2816	303769	19733
2817	303921	19628
2818	304099	19525
2819	304253	19420
2820	304417	19316
2821	304585	19211
2822	304767	19108
2823	304925	19003
2824	305093	18899
2825	305262	18795
2826	305425	18690
2827	305586	18585
2828	305754	18481
2829	305913	18376
2830	306078	18271
2831	306227	18166
2832	306385	18060
2833	306545	17955
2834	306718	17851
2835	306885	17746
2836	307033	17640
2837	307191	17535
2838	307345	17429
2839	307481	17322
2840	307620	17216
2841	307871	17115
2842	308032	17010
2843	308185	16904
2844	308343	16799
2845	308509	16693
2846	308686	16589
2847	308857	16483
2848	309024	16378
2849	309172	16272
2850	309329	16166
2851	309497	16060
2852	309661	15955
2853	309841	15850
2854	310026	15745
2855	310189	15639
2856	310344	15533
2857	310507	15427
2858	310669	15321
2859	310830	15215
2860	310993	15109
2861	311152	15003
2862	311312	14896
2863	311461	14790
2864	311621	14683
2865	311779	14577
2866	311934	14470
2867	312075	14363
2868	312231	14256
2869	312384	14149
2870	312547	14043
2871	312709	13936
2872	312859	13829
2873	313018	13723
2874	313284	13621
2875	313431	13513
2876	313590	13406
2877	313756	13300
2878	313914	13193
2879	314066	13086
2880	314218	12978
2881	314400	12872
2882	314553	12765
2883	314702	12657
2884	314935	12553
2885	315123	12447
2886	315304	12341
2887	315485	12234
2888	315637	12127
2889	315814	12020
2890	315981	11913
2891	316153	11806
2892	316324	11699
2893	316492	11592
2894	316657	11485
2895	316826	11377
2896	316987	11270
2897	317216	11164
2898	317400	11058
2899	317565	10950
2900	317738	10843
2901	317887	10735
2902	318052	10627
2903	318216	10519
2904	318390	10412
2905	318684	10308
2906	318853	10200
2907	319027	10093
2908	319177	9984
2909	319337	9876
2910	319478	9767
2911	319650	9659
2912	319823	9551
2913	319984	9443
2914	320163	9335
2915	320360	9228
2916	320525	9120
2917	320710	9012
2918	320889	8904
2919	321068	8796
2920	321251	8688
2921	321436	8580
2922	321629	8472
2923	321796	8364
2924	321960	8255
2925	322123	8146
2926	322308	8038
2927	322491	7930
2928	322651	7821
2929	322820	7712
2930	322978	7603
2931	323142	7494
2932	323301	7385
2933	323471	7276
2934	323639	7167
2935	323806	7058
2936	324030	6950
2937	324194	6841
2938	324362	6732
2939	324516	6622
2940	324690	6513
2941	324831	6403
2942	324996	6294
2943	325160	6185
2944	325326	6075
2945	325479	5966
2946	325647	5856
2947	325820	5747
2948	326003	5637
2949	326167	5528
2950	326346	5418
2951	326530	5309
2952	326694	5199
2953	326875	5090
2954	327047	4980
2955	327209	4870
2956	327368	4760
2957	327560	4650
2958	327716	4540
2959	327893	4430
2960	328058	4320
2961	328218	4210
2962	328386	4100
2963	328565	3990
2964	328744	3880
2965	328922	3770
2966	329088	3660
2967	329247	3549
2968	329474	3440
2969	329644	3329
2970	329820	3219
2971	329988	3108
2972	330172	2998
2973	330343	2888
2974	330521	2777
2975	330692	2666
2976	330886	2556
2977	331061	2445
2978	331225	2334
2979	331388	2224
2980	331563	2113
2981	331712	2002
2982	331896	1891
2983	332078	1780
2984	332246	1669
2985	332395	1558
2986	332559	1447
2987	332692	1336
2988	332865	1224
2989	333038	1113
2990	333184	1002
2991	333338	891
2992	333495	779
2993	333649	668
2994	333820	557
2995	333991	445
2996	334155	334
2997	334326	223
2998	334502	111
2999	334723	0
