iter	Passed	Remaining
163	16089	278236
164	16195	278276
165	16319	278618
166	16421	278583
167	16517	278440
168	16689	279576
169	16806	279783
170	16911	279782
171	17008	279658
172	17107	279555
173	17202	279385
174	17300	279281
175	17396	279129
176	17491	278974
177	17585	278806
178	17680	278641
179	17776	278496
180	17864	278230
181	17964	278159
182	18057	277963
183	18155	277854
184	18253	277744
185	18347	277574
186	18433	277288
187	18527	277116
188	18618	276917
189	18711	276726
190	18804	276548
191	18907	276523
192	18998	276313
193	19091	276133
194	19185	275981
195	19278	275799
196	19378	275724
197	19479	275664
198	19572	275496
199	19672	275419
200	19764	275223
201	19862	275126
202	19960	275023
203	20076	275159
204	20156	274816
205	20261	274809
206	20365	274783
207	20460	274639
208	20558	274537
209	20660	274491
210	20762	274433
211	20862	274366
212	20962	274289
213	21062	274203
214	21155	274038
215	21258	273998
216	21360	273940
217	21457	273828
218	21551	273679
219	21648	273554
220	21747	273471
221	21912	274202
222	22108	275310
223	22202	275152
224	22293	274955
225	22395	274893
226	22504	274913
227	22611	274912
228	22721	274944
229	22853	275238
230	22962	275254
231	23068	275226
232	23177	275241
233	23277	275157
234	23384	275146
235	23499	275221
236	23604	275191
237	23712	275189
238	23807	275033
239	23916	275040
240	24023	275029
241	24118	274873
242	24227	274881
243	24334	274861
244	24439	274818
245	24536	274683
246	24629	274510
247	24731	274436
248	24835	274388
249	24936	274298
250	25038	274223
251	25136	274105
252	25242	274077
253	25343	273993
254	25450	273966
255	25558	273957
256	25649	273765
257	25743	273599
258	25838	273450
259	25937	273337
260	26035	273220
261	26150	273278
262	26255	273236
263	26360	273187
264	26455	273043
265	26557	272966
266	26653	272827
267	26745	272645
268	26859	272689
269	26971	272707
270	27081	272711
271	27234	273141
272	27332	273026
273	27431	272914
274	27535	272852
275	27638	272775
276	27747	272762
277	27845	272641
278	27948	272575
279	28044	272431
280	28144	272331
281	28251	272293
282	28352	272199
283	28466	272237
284	28590	272362
285	28696	272311
286	28790	272155
287	28887	272022
288	28988	271933
289	29093	271876
290	29191	271749
291	29287	271614
292	29391	271546
293	29490	271429
294	29590	271331
295	29697	271287
296	29803	271243
297	29899	271102
298	30011	271105
299	30114	271026
300	30213	270914
301	30302	270712
302	30392	270525
303	30497	270460
304	30592	270320
305	30698	270263
306	30798	270161
307	30892	270009
308	30988	269869
309	31088	269767
310	31186	269649
311	31285	269538
312	31378	269370
313	31479	269281
314	31572	269115
315	31662	268933
316	31758	268794
317	31862	268730
318	31961	268614
319	32058	268489
320	32166	268457
321	32257	268282
322	32414	268645
323	32520	268591
324	32625	268531
325	32736	268521
326	32836	268413
327	32933	268290
328	33020	268076
329	33107	267867
330	33199	267699
331	33291	267538
332	33394	267452
333	33497	267381
334	33597	267273
335	33695	267161
336	33790	267016
337	33889	266906
338	34002	266903
339	34096	266757
340	34200	266680
341	34290	266501
342	34387	266375
343	34473	266170
344	34565	266005
345	34658	265848
346	34745	265647
347	34840	265507
348	34941	265415
349	35053	265405
350	35153	265304
351	35256	265226
352	35344	265036
353	35437	264878
354	35543	264824
355	35642	264717
356	35753	264699
357	35846	264545
358	35950	264468
359	36039	264288
360	36125	264089
361	36229	264014
362	36314	263807
363	36415	263715
364	36512	263591
365	36626	263591
366	36738	263576
367	36840	263489
368	36941	263398
369	37043	263311
370	37149	263254
371	37247	263133
372	37339	262976
373	37437	262864
374	37525	262679
375	37684	262991
376	37782	262874
377	37880	262759
378	37972	262599
379	38072	262499
380	38180	262456
381	38279	262346
382	38384	262278
383	38488	262205
384	38592	262131
385	38691	262019
386	38809	262037
387	38920	262009
388	39029	261969
389	39141	261947
390	39261	261978
391	39361	261872
392	39470	261832
393	39576	261767
394	39675	261655
395	39782	261599
396	39885	261515
397	39978	261365
398	40076	261249
399	40176	261149
400	40287	261116
401	40392	261042
402	40487	260906
403	40592	260835
404	40687	260704
405	40803	260697
406	40916	260680
407	41028	260651
408	41144	260646
409	41295	260866
410	41385	260701
411	41478	260549
412	41582	260472
413	41683	260368
414	41777	260230
415	41866	260057
416	41958	259900
417	42052	259759
418	42164	259728
419	42266	259636
420	42359	259487
421	42443	259289
422	42542	259178
423	42639	259057
424	42735	258927
425	42871	259039
426	43000	259108
427	43108	259055
428	43219	259012
429	43340	259036
430	43450	258991
431	43548	258869
432	43656	258813
433	43771	258798
434	43886	258781
435	43996	258731
436	44102	258662
437	44214	258626
438	44326	258585
439	44422	258458
440	44519	258336
441	44622	258246
442	44712	258079
443	44818	258010
444	44933	257988
445	45029	257861
446	45134	257782
447	45231	257658
448	45337	257583
449	45449	257546
450	45561	257508
451	45663	257410
452	45769	257340
453	45859	257179
454	45958	257065
455	46062	256979
456	46161	256865
457	46259	256748
458	46369	256699
459	46495	256737
460	46618	256753
461	46720	256657
462	46820	256552
463	46912	256399
464	47019	256332
465	47117	256214
466	47215	256097
467	47320	256017
468	47418	255898
469	47519	255794
470	47625	255718
471	47727	255624
472	47825	255509
473	47929	255422
474	48019	255262
475	48115	255135
476	48279	255364
477	48405	255392
478	48517	255348
479	48628	255299
480	48738	255243
481	48843	255159
482	48950	255090
483	49052	254990
484	49147	254855
485	49255	254792
486	49350	254658
487	49446	254525
488	49530	254335
489	49636	254261
490	49748	254212
491	49851	254122
492	49951	254012
493	50047	253884
494	50138	253730
495	50251	253687
496	50358	253613
497	50464	253537
498	50578	253500
499	50683	253416
500	50787	253330
501	50917	253370
502	51029	253320
503	51134	253237
504	51242	253169
505	51354	253116
506	51454	253007
507	51550	252883
508	51662	252830
509	51786	252837
510	51894	252769
511	52003	252703
512	52101	252584
513	52205	252493
514	52301	252369
515	52401	252257
516	52503	252160
517	52607	252067
518	52717	252009
519	52825	251936
520	52915	251778
521	53009	251644
522	53111	251542
523	53206	251412
524	53298	251264
525	53442	251360
526	53555	251315
527	53655	251206
528	53760	251120
529	53856	250990
530	53951	250860
531	54051	250748
532	54141	250596
533	54241	250483
534	54336	250352
535	54448	250299
536	54542	250163
537	54645	250067
538	54734	249911
539	54837	249814
540	54937	249708
541	55035	249589
542	55149	249542
543	55254	249459
544	55355	249353
545	55458	249259
546	55551	249118
547	55617	248859
548	55711	248721
549	55818	248647
550	55927	248579
551	56026	248465
552	56126	248357
553	56228	248258
554	56343	248217
555	56454	248157
556	56561	248077
557	56670	248007
558	56780	247943
559	56881	247840
560	56992	247780
561	57087	247652
562	57187	247541
563	57297	247475
564	57391	247343
565	57484	247204
566	57585	247101
567	57690	247012
568	57798	246936
569	57907	246870
570	58017	246801
571	58113	246675
572	58209	246551
573	58310	246446
574	58413	246351
575	58519	246269
576	58616	246147
577	58779	246302
578	58885	246220
579	58954	245984
580	59019	245728
581	59126	245649
582	59228	245550
583	59329	245445
584	59428	245333
585	59531	245235
586	59633	245137
587	59741	245063
588	59838	244939
589	59939	244837
590	60038	244724
591	60129	244579
592	60235	244498
593	60343	244420
594	60442	244309
595	60540	244194
596	60636	244068
597	60728	243928
598	60836	243855
599	60947	243790
600	61047	243680
601	61137	243534
602	61243	243451
603	61346	243356
604	61449	243258
605	61569	243228
606	61662	243093
607	61755	242958
608	61842	242801
609	61979	242838
610	62080	242733
611	62182	242632
612	62287	242543
613	62392	242458
614	62488	242332
615	62590	242232
616	62702	242172
617	62798	242049
618	62900	241949
619	63005	241860
620	63114	241785
621	63217	241691
622	63335	241650
623	63434	241540
624	63530	241415
625	63631	241313
626	63733	241213
627	63833	241102
628	63970	241134
629	64075	241045
630	64192	241003
631	64295	240904
632	64402	240823
633	64496	240690
634	64586	240547
635	64678	240407
636	64781	240313
637	64897	240264
638	64984	240106
639	65088	240015
640	65190	239914
641	65290	239805
642	65399	239728
643	65506	239649
644	65592	239490
645	65685	239354
646	65784	239242
647	65885	239138
648	65977	239003
649	66070	238868
650	66160	238724
651	66268	238648
652	66377	238573
653	66492	238518
654	66595	238421
655	66699	238326
656	66811	238262
657	66903	238127
658	67016	238065
659	67120	237971
660	67215	237848
661	67304	237699
662	67415	237633
663	67521	237543
664	67609	237395
665	67712	237300
666	67797	237140
667	67905	237059
668	68010	236968
669	68112	236868
670	68216	236776
671	68315	236664
672	68419	236570
673	68523	236477
674	68627	236384
675	68730	236284
676	68821	236149
677	68922	236045
678	69028	235956
679	69134	235872
680	69294	235966
681	69386	235831
682	69487	235728
683	69571	235567
684	69667	235445
685	69771	235351
686	69885	235289
687	69981	235170
688	70089	235090
689	70182	234957
690	70284	234857
691	70377	234726
692	70468	234590
693	70554	234435
694	70654	234327
695	70751	234212
696	70845	234085
697	70940	233961
698	71029	233817
699	71109	233646
700	71204	233523
701	71301	233405
702	71415	233345
703	71522	233259
704	71628	233172
705	71728	233067
706	71822	232940
707	71921	232829
708	72025	232735
709	72116	232602
710	72207	232464
711	72303	232345
712	72389	232195
713	72475	232044
714	72568	231913
715	72665	231798
716	72767	231699
717	72852	231544
718	72938	231393
719	73044	231306
720	73132	231162
721	73220	231021
722	73303	230861
723	73391	230715
724	73488	230602
725	73580	230470
726	73668	230329
727	73768	230222
728	73854	230073
729	73953	229965
730	74037	229810
731	74120	229652
732	74218	229541
733	74309	229407
734	74413	229314
735	74554	229337
736	74655	229235
737	74752	229119
738	74850	229009
739	74943	228881
740	75034	228749
741	75130	228630
742	75235	228540
743	75331	228425
744	75427	228307
745	75528	228206
746	75619	228072
747	75711	227944
748	75808	227830
749	75897	227691
750	75997	227587
751	76090	227461
752	76189	227353
753	76280	227222
754	76372	227095
755	76473	226994
756	76578	226904
757	76670	226774
758	76765	226656
759	76845	226491
760	76942	226378
761	77038	226261
762	77130	226133
763	77211	225975
764	77316	225884
765	77410	225764
766	77496	225617
767	77587	225489
768	77680	225364
769	77775	225246
770	77874	225137
771	77966	225013
772	78062	224897
773	78165	224802
774	78267	224703
775	78368	224603
776	78473	224513
777	78577	224421
778	78677	224317
779	78764	224176
780	78871	224090
781	78964	223967
782	79055	223839
783	79153	223729
784	79257	223637
785	79348	223508
786	79438	223377
787	79541	223280
788	79642	223179
789	79773	223163
790	79860	223024
791	79948	222886
792	80039	222758
793	80125	222616
794	80228	222519
795	80313	222375
796	80396	222224
797	80491	222108
798	80579	221970
799	80675	221856
800	80758	221708
801	80852	221588
802	80943	221460
803	81040	221349
804	81132	221224
805	81231	221117
806	81324	220997
807	81420	220883
808	81521	220781
809	81611	220653
810	81701	220523
811	81803	220425
812	81898	220310
813	81990	220184
814	82087	220075
815	82171	219930
816	82260	219797
817	82349	219665
818	82451	219567
819	82545	219450
820	82625	219293
821	82709	219149
822	82786	218988
823	82877	218861
824	82963	218723
825	83047	218578
826	83128	218426
827	83222	218308
828	83356	218296
829	83446	218168
830	83549	218072
831	83632	217927
832	83718	217789
833	83794	217625
834	83889	217510
835	83981	217388
836	84085	217296
837	84188	217203
838	84285	217092
839	84389	217001
840	84476	216867
841	84564	216734
842	84672	216653
843	84780	216571
844	84865	216433
845	84960	216317
846	85112	216348
847	85200	216217
848	85292	216094
849	85382	215967
850	85478	215855
851	85564	215718
852	85657	215599
853	85751	215482
854	85849	215376
855	85951	215280
856	86051	215179
857	86139	215046
858	86235	214936
859	86336	214836
860	86434	214731
861	86533	214627
862	86625	214506
863	86718	214386
864	86802	214247
865	86895	214127
866	86997	214032
867	87080	213889
868	87167	213755
869	87275	213673
870	87386	213599
871	87483	213491
872	87583	213390
873	87686	213296
874	87789	213203
875	87880	213080
876	87985	212991
877	88072	212858
878	88167	212745
879	88279	212673
880	88370	212551
881	88452	212406
882	88546	212290
883	88650	212198
884	88740	212074
885	88842	211979
886	88936	211863
887	89035	211759
888	89133	211655
889	89224	211532
890	89335	211456
891	89432	211349
892	89533	211250
893	89623	211127
894	89714	211003
895	89804	210880
896	89901	210772
897	90004	210678
898	90094	210554
899	90199	210465
900	90338	210454
901	90425	210324
902	90536	210248
903	90619	210108
904	90710	209986
905	90798	209857
906	90909	209782
907	91000	209661
908	91092	209543
909	91196	209451
910	91291	209338
911	91390	209236
912	91487	209129
913	91600	209058
914	91693	208941
915	91782	208814
916	91895	208744
917	91994	208641
918	92090	208531
919	92194	208440
920	92281	208310
921	92372	208188
922	92461	208064
923	92557	207953
924	92645	207826
925	92746	207727
926	92842	207618
927	92942	207519
928	93035	207401
929	93137	207305
930	93242	207216
931	93348	207129
932	93441	207012
933	93530	206888
934	93634	206796
935	93724	206675
936	93828	206583
937	93925	206475
938	94019	206361
939	94121	206266
940	94221	206165
941	94317	206057
942	94407	205934
943	94514	205848
944	94619	205759
945	94710	205638
946	94822	205566
947	94922	205466
948	95014	205346
949	95106	205230
950	95195	205105
951	95299	205014
952	95402	204919
953	95513	204843
954	95633	204786
955	95732	204682
956	95829	204577
957	95927	204472
958	96029	204375
959	96122	204259
960	96207	204128
961	96310	204033
962	96417	203947
963	96509	203831
964	96598	203708
965	96694	203598
966	96786	203482
967	96884	203378
968	96988	203285
969	97095	203199
970	97201	203112
971	97300	203008
972	97419	202949
973	97535	202881
974	97642	202795
975	97738	202687
976	97839	202588
977	97919	202447
978	98029	202366
979	98117	202242
980	98225	202158
981	98318	202044
982	98424	201955
983	98509	201823
984	98605	201715
985	98707	201620
986	98812	201529
987	98926	201456
988	99030	201364
989	99130	201265
990	99229	201163
991	99341	201086
992	99438	200979
993	99545	200892
994	99644	200790
995	99731	200663
996	99817	200536
997	99901	200403
998	99991	200283
999	100097	200194
1000	100193	200086
1001	100292	199983
1002	100397	199894
1003	100500	199800
1004	100597	199692
1005	100690	199578
1006	100819	199536
1007	100910	199418
1008	101005	199308
1009	101101	199200
1010	101195	199087
1011	101306	199009
1012	101401	198899
1013	101494	198784
1014	101585	198668
1015	101673	198543
1016	101760	198418
1017	101852	198301
1018	101945	198189
1019	102039	198076
1020	102149	197996
1021	102233	197865
1022	102346	197788
1023	102445	197687
1024	102541	197579
1025	102634	197466
1026	102722	197342
1027	102809	197219
1028	102925	197149
1029	103034	197065
1030	103139	196975
1031	103221	196841
1032	103326	196750
1033	103428	196654
1034	103510	196519
1035	103600	196401
1036	103706	196311
1037	103801	196203
1038	103894	196089
1039	103994	195989
1040	104081	195864
1041	104178	195759
1042	104275	195653
1043	104367	195538
1044	104473	195450
1045	104570	195344
1046	104660	195226
1047	104760	195126
1048	104853	195012
1049	104958	194922
1050	105061	194828
1051	105154	194714
1052	105250	194609
1053	105347	194502
1054	105446	194400
1055	105526	194265
1056	105617	194147
1057	105708	194032
1058	105812	193939
1059	105904	193825
1060	106035	193781
1061	106136	193684
1062	106226	193565
1063	106328	193469
1064	106414	193344
1065	106507	193232
1066	106614	193145
1067	106716	193049
1068	106805	192928
1069	106893	192808
1070	106995	192711
1071	107099	192619
1072	107193	192507
1073	107289	192401
1074	107381	192287
1075	107481	192187
1076	107578	192082
1077	107656	191943
1078	107751	191835
1079	107849	191732
1080	107951	191637
1081	108045	191526
1082	108173	191476
1083	108274	191377
1084	108356	191247
1085	108456	191146
1086	108544	191025
1087	108637	190913
1088	108736	190813
1089	108835	190711
1090	108940	190621
1091	109030	190504
1092	109119	190385
1093	109201	190254
1094	109291	190137
1095	109392	190039
1096	109508	189967
1097	109619	189887
1098	109719	189787
1099	109824	189696
1100	109916	189583
1101	110019	189489
1102	110103	189362
1103	110201	189258
1104	110301	189158
1105	110383	189028
1106	110478	188921
1107	110568	188805
1108	110671	188710
1109	110775	188618
1110	110863	188498
1111	110984	188434
1112	111088	188340
1113	111187	188240
1114	111320	188196
1115	111412	188083
1116	111510	187981
1117	111608	187878
1118	111712	187784
1119	111796	187658
1120	111884	187539
1121	111978	187429
1122	112082	187336
1123	112178	187229
1124	112279	187132
1125	112377	187029
1126	112462	186905
1127	112556	186795
1128	112647	186681
1129	112750	186587
1130	112852	186490
1131	112949	186387
1132	113039	186270
1133	113138	186169
1134	113228	186053
1135	113336	185967
1136	113442	185877
1137	113540	185775
1138	113642	185679
1139	113740	185576
1140	113830	185460
1141	113929	185360
1142	114007	185224
1143	114086	185091
1144	114185	184990
1145	114294	184905
1146	114394	184806
1147	114490	184699
1148	114587	184595
1149	114681	184487
1150	114790	184402
1151	114893	184308
1152	114992	184206
1153	115089	184102
1154	115175	183981
1155	115254	183849
1156	115345	183734
1157	115445	183635
1158	115545	183537
1159	115624	183405
1160	115719	183297
1161	115805	183176
1162	115903	183074
1163	116004	182976
1164	116098	182867
1165	116185	182748
1166	116269	182623
1167	116353	182499
1168	116444	182386
1169	116535	182273
1170	116680	182245
1171	116775	182137
1172	116872	182034
1173	116968	181928
1174	117066	181827
1175	117150	181702
1176	117235	181580
1177	117324	181464
1178	117417	181354
1179	117512	181248
1180	117597	181126
1181	117682	181003
1182	117780	180901
1183	117878	180800
1184	117970	180688
1185	118065	180581
1186	118153	180464
1187	118238	180342
1188	118328	180229
1189	118416	180112
1190	118529	180033
1191	118573	179849
1192	118664	179736
1193	118765	179640
1194	118863	179537
1195	118963	179439
1196	119048	179318
1197	119139	179206
1198	119229	179093
1199	119317	178976
1200	119406	178861
1201	119499	178752
1202	119590	178639
1203	119677	178521
1204	119754	178389
1205	119839	178268
1206	119933	178162
1207	120012	178031
1208	120104	177920
1209	120202	177819
1210	120298	177716
1211	120388	177602
1212	120482	177495
1213	120578	177391
1214	120669	177279
1215	120755	177161
1216	120852	177058
1217	120945	176949
1218	121042	176846
1219	121139	176743
1220	121238	176645
1221	121333	176539
1222	121422	176424
1223	121505	176302
1224	121590	176182
1225	121691	176085
1226	121780	175971
1227	121912	175919
1228	122006	175812
1229	122099	175704
1230	122188	175589
1231	122276	175474
1232	122364	175359
1233	122448	175238
1234	122539	175127
1235	122636	175024
1236	122726	174912
1237	122812	174794
1238	122900	174679
1239	122989	174566
1240	123079	174454
1241	123166	174337
1242	123251	174217
1243	123335	174097
1244	123430	173992
1245	123531	173895
1246	123633	173800
1247	123738	173709
1248	123833	173604
1249	123923	173493
1250	124004	173367
1251	124090	173251
1252	124183	173143
1253	124272	173029
1254	124362	172918
1255	124448	172801
1256	124542	172695
1257	124630	172580
1258	124735	172489
1259	124824	172376
1260	124913	172263
1261	125014	172167
1262	125112	172066
1263	125208	171963
1264	125303	171858
1265	125398	171753
1266	125497	171654
1267	125582	171537
1268	125676	171431
1269	125768	171322
1270	125854	171206
1271	125944	171094
1272	126035	170984
1273	126125	170872
1274	126218	170766
1275	126303	170648
1276	126392	170535
1277	126487	170432
1278	126585	170331
1279	126674	170218
1280	126759	170100
1281	126847	169987
1282	126939	169879
1283	127029	169768
1284	127182	169741
1285	127274	169632
1286	127365	169523
1287	127455	169412
1288	127555	169315
1289	127649	169209
1290	127730	169087
1291	127824	168981
1292	127905	168859
1293	127998	168752
1294	128095	168651
1295	128199	168558
1296	128303	168466
1297	128402	168367
1298	128491	168255
1299	128585	168150
1300	128679	168045
1301	128772	167938
1302	128870	167837
1303	128971	167742
1304	129109	167693
1305	129194	167577
1306	129290	167473
1307	129380	167363
1308	129471	167254
1309	129561	167144
1310	129661	167046
1311	129751	166936
1312	129843	166828
1313	129941	166728
1314	130050	166642
1315	130144	166536
1316	130235	166428
1317	130318	166309
1318	130407	166198
1319	130488	166076
1320	130577	165965
1321	130670	165859
1322	130772	165764
1323	130858	165648
1324	130946	165536
1325	131039	165430
1326	131124	165314
1327	131212	165201
1328	131316	165109
1329	131405	164997
1330	131497	164891
1331	131570	164759
1332	131656	164644
1333	131740	164527
1334	131852	164445
1335	131944	164338
1336	132033	164226
1337	132134	164131
1338	132229	164027
1339	132331	163933
1340	132474	163889
1341	132560	163774
1342	132654	163669
1343	132735	163549
1344	132828	163443
1345	132926	163343
1346	133010	163226
1347	133103	163121
1348	133200	163019
1349	133290	162910
1350	133395	162819
1351	133491	162717
1352	133582	162609
1353	133671	162499
1354	133749	162375
1355	133851	162279
1356	133952	162183
1357	134047	162081
1358	134141	161976
1359	134225	161859
1360	134310	161744
1361	134403	161639
1362	134502	161541
1363	134608	161451
1364	134640	161272
1365	134719	161150
1366	134815	161048
1367	134904	160938
1368	134997	160833
1369	135087	160724
1370	135179	160618
1371	135269	160509
1372	135370	160413
1373	135459	160303
1374	135540	160183
1375	135633	160078
1376	135727	159974
1377	135811	159859
1378	135905	159755
1379	136002	159654
1380	136103	159559
1381	136202	159460
1382	136288	159348
1383	136382	159244
1384	136481	159146
1385	136579	159046
1386	136665	158933
1387	136741	158809
1388	136834	158704
1389	136937	158610
1390	137018	158492
1391	137111	158386
1392	137204	158282
1393	137299	158180
1394	137392	158075
1395	137477	157960
1396	137560	157844
1397	137696	157789
1398	137783	157677
1399	137919	157621
1400	138006	157510
1401	138113	157421
1402	138211	157323
1403	138308	157222
1404	138390	157105
1405	138490	157008
1406	138580	156900
1407	138676	156798
1408	138760	156683
1409	138846	156571
1410	138946	156474
1411	139043	156374
1412	139135	156268
1413	139222	156157
1414	139323	156061
1415	139418	155959
1416	139505	155848
1417	139590	155735
1418	139676	155622
1419	139764	155512
1420	139846	155395
1421	139939	155291
1422	140023	155177
1423	140105	155060
1424	140198	154956
1425	140287	154847
1426	140381	154744
1427	140476	154642
1428	140566	154534
1429	140662	154434
1430	140746	154319
1431	140839	154215
1432	140929	154108
1433	141020	154001
1434	141113	153897
1435	141201	153787
1436	141314	153704
1437	141416	153610
1438	141496	153492
1439	141602	153403
1440	141710	153314
1441	141808	153216
1442	141912	153123
1443	142006	153020
1444	142095	152912
1445	142192	152812
1446	142283	152706
1447	142369	152595
1448	142463	152491
1449	142545	152376
1450	142642	152276
1451	142726	152162
1452	142825	152065
1453	142960	152006
1454	143048	151896
1455	143133	151783
1456	143220	151674
1457	143305	151561
1458	143405	151464
1459	143496	151359
1460	143578	151244
1461	143672	151140
1462	143766	151038
1463	143854	150929
1464	143946	150824
1465	144039	150721
1466	144129	150614
1467	144234	150522
1468	144327	150418
1469	144420	150315
1470	144517	150216
1471	144604	150106
1472	144694	149999
1473	144791	149899
1474	144886	149798
1475	144977	149692
1476	145077	149596
1477	145164	149485
1478	145251	149375
1479	145342	149270
1480	145443	149175
1481	145542	149077
1482	145628	148967
1483	145705	148847
1484	145796	148741
1485	145879	148628
1486	145970	148522
1487	146055	148411
1488	146154	148314
1489	146247	148211
1490	146331	148098
1491	146415	147985
1492	146511	147884
1493	146588	147766
1494	146689	147671
1495	146782	147566
1496	146873	147462
1497	146962	147355
1498	147050	147246
1499	147130	147130
1500	147213	147017
1501	147300	146908
1502	147395	146807
1503	147488	146703
1504	147583	146602
1505	147668	146492
1506	147755	146382
1507	147851	146282
1508	147956	146191
1509	148060	146099
1510	148157	146000
1511	148283	145929
1512	148376	145826
1513	148467	145721
1514	148551	145610
1515	148642	145504
1516	148730	145397
1517	148822	145293
1518	148913	145188
1519	149019	145097
1520	149162	145043
1521	149249	144935
1522	149350	144839
1523	149440	144733
1524	149523	144621
1525	149615	144516
1526	149710	144416
1527	149801	144311
1528	149888	144203
1529	149985	144103
1530	150069	143991
1531	150166	143893
1532	150260	143791
1533	150349	143684
1534	150440	143580
1535	150526	143470
1536	150609	143358
1537	150698	143251
1538	150787	143145
1539	150880	143042
1540	150969	142936
1541	151060	142831
1542	151156	142731
1543	151242	142622
1544	151329	142514
1545	151432	142420
1546	151535	142328
1547	151619	142216
1548	151708	142109
1549	151811	142016
1550	151909	141919
1551	152001	141816
1552	152105	141723
1553	152199	141621
1554	152284	141512
1555	152363	141396
1556	152449	141287
1557	152531	141174
1558	152620	141068
1559	152711	140964
1560	152802	140860
1561	152887	140750
1562	152989	140656
1563	153096	140566
1564	153193	140468
1565	153289	140368
1566	153392	140274
1567	153523	140207
1568	153627	140114
1569	153716	140009
1570	153807	139904
1571	153903	139805
1572	154000	139706
1573	154100	139611
1574	154201	139515
1575	154291	139410
1576	154382	139306
1577	154481	139209
1578	154570	139103
1579	154663	139001
1580	154764	138906
1581	154852	138799
1582	154935	138688
1583	155034	138591
1584	155134	138495
1585	155212	138379
1586	155293	138267
1587	155386	138164
1588	155486	138068
1589	155586	137972
1590	155675	137867
1591	155780	137775
1592	155878	137677
1593	155969	137574
1594	156082	137489
1595	156173	137386
1596	156268	137285
1597	156353	137176
1598	156445	137072
1599	156532	136966
1600	156619	136858
1601	156702	136747
1602	156803	136653
1603	156904	136557
1604	156998	136456
1605	157112	136372
1606	157196	136263
1607	157295	136166
1608	157382	136059
1609	157470	135952
1610	157566	135853
1611	157660	135752
1612	157755	135652
1613	157851	135553
1614	157957	135461
1615	158057	135366
1616	158149	135262
1617	158249	135167
1618	158334	135058
1619	158421	134951
1620	158512	134848
1621	158614	134753
1622	158736	134676
1623	158828	134573
1624	158921	134471
1625	159011	134367
1626	159098	134260
1627	159195	134162
1628	159291	134063
1629	159396	133971
1630	159510	133886
1631	159613	133794
1632	159713	133697
1633	159804	133594
1634	159887	133484
1635	159969	133372
1636	160067	133275
1637	160165	133177
1638	160267	133083
1639	160360	132981
1640	160451	132878
1641	160541	132774
1642	160638	132675
1643	160726	132570
1644	160829	132476
1645	160921	132374
1646	161019	132276
1647	161119	132180
1648	161217	132083
1649	161303	131975
1650	161402	131878
1651	161502	131782
1652	161597	131682
1653	161704	131592
1654	161798	131491
1655	161910	131405
1656	162003	131303
1657	162105	131209
1658	162198	131108
1659	162279	130997
1660	162373	130896
1661	162466	130793
1662	162568	130700
1663	162666	130602
