iter	RMSE
192	0.08163341021
193	0.08151661237
194	0.0814047126
195	0.0813234828
196	0.08112550823
197	0.08096365291
198	0.08080801953
199	0.08071091607
200	0.08060581543
201	0.08040785812
202	0.08024230272
203	0.0801237886
204	0.08003907005
205	0.07999218669
206	0.07989212218
207	0.07981699746
208	0.0797341672
209	0.07962012291
210	0.07954309768
211	0.07942743218
212	0.07939190504
213	0.0792879263
214	0.07921072944
215	0.07907921551
216	0.07896031615
217	0.07885354793
218	0.07877610942
219	0.0786946489
220	0.07852739433
221	0.07844235465
222	0.07828640829
223	0.07822043077
224	0.07816859376
225	0.07809046577
226	0.07804624869
227	0.07791257336
228	0.07782277859
229	0.07770184953
230	0.07760505088
231	0.077537338
232	0.07745837545
233	0.07739374236
234	0.07733662246
235	0.07719339866
236	0.07711417326
237	0.07706251599
238	0.07701668295
239	0.07687918898
240	0.07678873309
241	0.07673664837
242	0.07665380883
243	0.07657231589
244	0.07647567196
245	0.07639489471
246	0.07634270433
247	0.07630701752
248	0.07625416279
249	0.07620306695
250	0.07616557591
251	0.07609275057
252	0.0759865007
253	0.07592243758
254	0.07580361653
255	0.07576577153
256	0.07571797519
257	0.07566440942
258	0.07561358327
259	0.07555459861
260	0.07549015399
261	0.07539478108
262	0.07531175897
263	0.07525296868
264	0.07520919099
265	0.07515092216
266	0.07509058493
267	0.07505478242
268	0.07498288965
269	0.07491154406
270	0.07484950017
271	0.0747458242
272	0.07468489002
273	0.07461278421
274	0.07457600522
275	0.07450808544
276	0.07437821333
277	0.07431082107
278	0.07426395106
279	0.07422517846
280	0.07415294207
281	0.07411587554
282	0.0740773728
283	0.07404251094
284	0.07397181788
285	0.07389755981
286	0.07383477909
287	0.0738097149
288	0.07376162623
289	0.07368369714
290	0.07365683558
291	0.07356359138
292	0.07350912689
293	0.07343361532
294	0.07334848011
295	0.07326080642
296	0.07319654582
297	0.07316395197
298	0.07312400185
299	0.07307487497
300	0.07301809931
301	0.07295582543
302	0.07289360591
303	0.07283357453
304	0.07278520453
305	0.07275169519
306	0.07269584955
307	0.07263061435
308	0.07258487092
309	0.07255875888
310	0.07251679339
311	0.07245813431
312	0.07242728024
313	0.07237887285
314	0.07231274358
315	0.07226317392
316	0.07221894877
317	0.07216603744
318	0.07213759891
319	0.07204592004
320	0.07197037127
321	0.07194697126
322	0.07188512229
323	0.07183527507
324	0.07179321812
325	0.07173717843
326	0.07171190978
327	0.07161888986
328	0.07155295747
329	0.07150082595
330	0.07146859962
331	0.07141966348
332	0.07140223091
333	0.07135056091
334	0.0713221031
335	0.0712626174
336	0.07120236206
337	0.07117350707
338	0.07111253425
339	0.07108077536
340	0.07104924829
341	0.07103050987
342	0.07100240956
343	0.07097766284
344	0.07094510225
345	0.07092208858
346	0.07088231727
347	0.07082450027
348	0.07075283128
349	0.07070084111
350	0.07067568982
351	0.07065036308
352	0.07062793294
353	0.07059675176
354	0.07052109607
355	0.07048743061
356	0.07045348848
357	0.07039712974
358	0.07037488819
359	0.07035002392
360	0.07031596627
361	0.07027402928
362	0.07023475608
363	0.07020848843
364	0.07015496223
365	0.07007650224
366	0.07000303086
367	0.06994479476
368	0.06990093216
369	0.0698595833
370	0.06981445861
371	0.06978911866
372	0.06970387443
373	0.06967356268
374	0.06959351705
375	0.06955178677
376	0.06947445838
377	0.06943642437
378	0.06939029003
379	0.06935873101
380	0.0693359673
381	0.06930952066
382	0.06927559009
383	0.06923233618
384	0.06918898763
385	0.06916238262
386	0.06911655316
387	0.0690644932
388	0.06904792385
389	0.0690121333
390	0.06896940035
391	0.06893152248
392	0.06888139953
393	0.06885112709
394	0.0688240957
395	0.06880172888
396	0.06875002178
397	0.06872939553
398	0.06867268641
399	0.06863470902
400	0.06859124131
401	0.06855240512
402	0.06853664882
403	0.06851164726
404	0.06849615301
405	0.06845772059
406	0.06842682479
407	0.06838564875
408	0.06836265731
409	0.06833522516
410	0.06831158902
411	0.06823758904
412	0.06820572558
413	0.0681801671
414	0.06816672357
415	0.06814444945
416	0.06811227463
417	0.0680808423
418	0.06803080416
419	0.06800407472
420	0.0679793781
421	0.0679546665
422	0.06792797162
423	0.06790220538
424	0.06789132952
425	0.06784385516
426	0.06782193048
427	0.06776344203
428	0.06774181567
429	0.06771464955
430	0.06767333242
431	0.06761028161
432	0.06757907048
433	0.0675344067
434	0.06748176091
435	0.0674560634
436	0.06743985151
437	0.067413319
438	0.06737111635
439	0.06734682068
440	0.06732846048
441	0.06731049298
442	0.0672922247
443	0.06727389617
444	0.06723009787
445	0.06721483673
446	0.0671690918
447	0.06715402013
448	0.06712148647
449	0.06705770479
450	0.06702487604
451	0.06700261396
452	0.06697054586
453	0.06691735418
454	0.06689420639
455	0.06685975142
456	0.06683471217
457	0.06682791028
458	0.06680352774
459	0.06678645162
460	0.06676785364
461	0.06674314317
462	0.06672280315
463	0.06670402466
464	0.06668545043
465	0.06666215192
466	0.06664482859
467	0.06662319769
468	0.06661293978
469	0.06658864038
470	0.06656682443
471	0.06654235667
472	0.06652312646
473	0.06650406573
474	0.06648675546
475	0.06646132678
476	0.06644224168
477	0.06641521002
478	0.0663992127
479	0.06638344584
480	0.06636696077
481	0.06635764268
482	0.06632188024
483	0.06628449713
484	0.0662685663
485	0.06625328659
486	0.06623624325
487	0.06621472949
488	0.06620121221
489	0.06618711128
490	0.06616940461
491	0.06614701336
492	0.06612871202
493	0.06610034996
494	0.06608720559
495	0.06605393226
496	0.06601279853
497	0.06597828645
498	0.06594839415
499	0.06592364714
500	0.06590004853
501	0.065874184
502	0.06584396122
503	0.06581689986
504	0.06578798624
505	0.06577509566
506	0.06576219565
507	0.06574228912
508	0.06572598495
509	0.06570885108
510	0.06568910258
511	0.06567150325
512	0.06563272796
513	0.06562119178
514	0.06560603839
515	0.06556309436
516	0.06553816845
517	0.06552264481
518	0.06550681221
519	0.06546941924
520	0.06545773117
521	0.06544033459
522	0.06542792195
523	0.06541221408
524	0.06540133163
525	0.06537145502
526	0.06534428323
527	0.0653291974
528	0.06531635376
529	0.06529469573
530	0.06524661915
531	0.06522237055
532	0.06520165417
533	0.06518798947
534	0.0651650574
535	0.0651435026
536	0.06513409745
537	0.06509643172
538	0.06507883497
539	0.06505158194
540	0.06503584196
541	0.06502619419
542	0.06499482739
543	0.06497107014
544	0.06494290871
545	0.0649241812
546	0.06491514651
547	0.06491368856
548	0.06489955503
549	0.06488791489
550	0.06486751988
551	0.06484513855
552	0.06481377706
553	0.06480543545
554	0.06479218869
555	0.06475162942
556	0.06471570889
557	0.06470608477
558	0.06468410728
559	0.06466250951
560	0.06464258212
561	0.06462860457
562	0.06461521571
563	0.06459331801
564	0.06457634117
565	0.06455714577
566	0.06453705853
567	0.06448470256
568	0.06447274026
569	0.06445703487
570	0.06443845168
571	0.06442640974
572	0.06441310737
573	0.06439952813
574	0.06438796213
575	0.06436545564
576	0.06435488204
577	0.06433933109
578	0.06431219896
579	0.06431183232
580	0.06431147166
581	0.06428008227
582	0.06423937458
583	0.06421617183
584	0.06420303252
585	0.06418297637
586	0.06416618574
587	0.06413665481
588	0.06412010537
589	0.06410562218
590	0.06409465248
591	0.06408226492
592	0.06407477247
593	0.06405189004
594	0.06403683642
595	0.06400252572
596	0.06398189573
597	0.06396164207
598	0.06394472431
599	0.06392376656
600	0.06390230125
601	0.06389363312
602	0.06386810243
603	0.06385208658
604	0.06382274243
605	0.06380936642
606	0.06379895487
607	0.06378760565
608	0.06378162231
609	0.06377769158
610	0.06375418655
611	0.06373866134
612	0.06372097382
613	0.06368682223
614	0.06367506218
615	0.06366113101
616	0.06364127616
617	0.06362798522
618	0.06359735051
619	0.06357414053
620	0.06356529914
621	0.06354698344
622	0.06353326048
623	0.06350868269
624	0.06347936
625	0.06346355512
626	0.0634573539
627	0.06344467194
628	0.06343437705
629	0.06342122898
630	0.06340946029
631	0.0633873013
632	0.06336670873
633	0.06335206807
634	0.06334369987
635	0.06332482562
636	0.06331081381
637	0.06328692929
638	0.06327919607
639	0.06326112488
640	0.0632385164
641	0.06321677365
642	0.06319963017
643	0.06318303339
644	0.06317374269
645	0.06315567145
646	0.06313067314
647	0.06311138643
648	0.06309234097
649	0.06308908022
650	0.06307969518
651	0.06306879604
652	0.06306226616
653	0.06303983203
654	0.06302983166
655	0.06300689582
656	0.06299150605
657	0.06297907384
658	0.06297064319
659	0.06296538133
660	0.06295687562
661	0.062940639
662	0.06291786984
663	0.06290361688
664	0.06289849125
665	0.06288256894
666	0.06287373523
667	0.06286196837
668	0.06285017569
669	0.0628296695
670	0.06282236653
671	0.06281003873
672	0.06280352401
673	0.06278781742
674	0.06277381155
675	0.06276664365
676	0.06275441431
677	0.06273842872
678	0.06271782599
679	0.06271306967
680	0.06269799224
681	0.06268217449
682	0.06267495858
683	0.06266960113
684	0.06265902827
685	0.06264476132
686	0.06263859214
687	0.06261777206
688	0.06260686732
689	0.06259841977
690	0.06257856766
691	0.06256730257
692	0.06255916205
693	0.06254881759
694	0.06252947062
695	0.06252176527
696	0.06250724319
697	0.0624930165
698	0.06248527621
699	0.06248193697
700	0.06246538223
701	0.06244669221
702	0.06243927178
703	0.06243381641
704	0.06242201277
705	0.06241310721
706	0.0623971059
707	0.06238825238
708	0.06235343358
709	0.06234981448
710	0.06234443672
711	0.06233447453
712	0.06232432942
713	0.06230966571
714	0.06230021615
715	0.06229032255
716	0.06228241617
717	0.06226717848
718	0.06225833346
719	0.06224428002
720	0.06222318901
721	0.0622089863
722	0.06219666097
723	0.06219051614
724	0.06217194993
725	0.06215607527
726	0.06214858733
727	0.06214099901
728	0.06212881698
729	0.06210935445
730	0.06210180533
731	0.06208655542
732	0.06207867585
733	0.06206168105
734	0.06204708711
735	0.06203271476
736	0.06202775702
737	0.06199790207
738	0.06199205348
739	0.06198229296
740	0.06196493136
741	0.06195846894
742	0.06194223383
743	0.06193042147
744	0.06192397185
745	0.06191901863
746	0.06190814541
747	0.06188955895
748	0.06187994233
749	0.06187149669
750	0.06185342366
751	0.06184167447
752	0.06183325631
753	0.06182556106
754	0.06181929829
755	0.0618101285
756	0.06180314035
757	0.06178916175
758	0.06178024699
759	0.06177223297
760	0.06175616514
761	0.06174288126
762	0.06173436218
763	0.06173124511
764	0.06171732931
765	0.06169860738
766	0.06168840509
767	0.06168396163
768	0.06167582509
769	0.06166179449
770	0.06164678943
771	0.06163466566
772	0.06162921747
773	0.06161352998
774	0.06159745401
775	0.06159071432
776	0.06156838378
777	0.06155742037
778	0.06154769632
779	0.06154142724
780	0.06152679485
781	0.06151947996
782	0.06151200016
783	0.06150084541
784	0.0614939267
785	0.06148388126
786	0.0614795653
787	0.06147431217
788	0.06145755553
789	0.06144773173
790	0.06143885139
791	0.06142343789
792	0.06140905754
793	0.06139748287
794	0.06138738789
795	0.06137603273
796	0.06136636362
797	0.06135299549
798	0.06134260402
799	0.06133186084
800	0.06132604532
801	0.06131460491
802	0.06130477232
803	0.0612860641
804	0.06127015723
805	0.06126108842
806	0.06125056084
807	0.06123210681
808	0.06121452968
809	0.06120756552
810	0.06119312416
811	0.06118364132
812	0.06118044805
813	0.06117196984
814	0.06116409849
815	0.06115196412
816	0.06114223827
817	0.0611234542
818	0.06111125387
819	0.06110317414
820	0.06109322581
821	0.06108180236
822	0.0610770425
823	0.06106928873
824	0.06104927519
825	0.06104077021
826	0.06102977546
827	0.06101328397
828	0.06100951728
829	0.06099784197
830	0.06098552974
831	0.0609780473
832	0.06097143235
833	0.06096668183
834	0.06094863943
835	0.06094158833
836	0.06093204889
837	0.06091545289
838	0.06090916967
839	0.06090134055
840	0.06088573909
841	0.06087131326
842	0.06085440891
843	0.06084352511
844	0.06082981725
845	0.06081680294
846	0.06080538746
847	0.06079413623
848	0.06078635572
849	0.06077737923
850	0.06075453829
851	0.06074758083
852	0.06073479193
853	0.06073033836
854	0.06071980535
855	0.0607077713
856	0.06069495363
857	0.06068823427
858	0.06067585918
859	0.06066531592
860	0.06065677463
861	0.06065206535
862	0.06064578326
863	0.06064164041
864	0.06063476265
865	0.06062832242
866	0.06061759579
867	0.06061208485
868	0.0606007693
869	0.06058347232
870	0.06057324485
871	0.06056279341
872	0.06055766673
873	0.06054091253
874	0.06053442255
875	0.06052631086
876	0.06050361919
877	0.06049362709
878	0.06048063849
879	0.06046902249
880	0.06045595881
881	0.06045018149
882	0.06044180634
883	0.0604328322
884	0.0604266528
885	0.06041363997
886	0.06040375577
887	0.06037771511
888	0.06036976127
889	0.06036310888
890	0.06035013994
891	0.06034006365
892	0.06032930951
893	0.06032424519
894	0.06030227487
895	0.06029610378
896	0.06028859814
897	0.0602769693
898	0.06026922412
899	0.06025934129
900	0.06024678572
901	0.06024427833
902	0.06022263211
903	0.06020181316
904	0.06019650963
905	0.06018273618
906	0.06017466073
907	0.0601677397
908	0.06014833726
909	0.06013993788
910	0.06013410622
911	0.06012787164
912	0.06010945254
913	0.06009727368
914	0.06009415911
915	0.06008492869
916	0.06007735094
917	0.06007176203
918	0.06006673532
919	0.06006074352
920	0.0600531849
921	0.0600480311
922	0.06003805204
923	0.0600284954
924	0.06002200238
925	0.06001066558
926	0.06000398158
927	0.05999418404
928	0.05998822709
929	0.05997990784
930	0.05996759222
931	0.05995950792
932	0.0599467773
933	0.05993741941
934	0.0599295741
935	0.0599195699
936	0.05989056647
937	0.0598846776
938	0.05986901546
939	0.05985314926
940	0.059843701
941	0.05983124459
942	0.05982634974
943	0.05982094439
944	0.05981880997
945	0.05981075676
946	0.05980038162
947	0.0597903141
948	0.05978126285
949	0.0597725706
950	0.05976206146
951	0.05974863919
952	0.05973777652
953	0.0597315029
954	0.05972408783
955	0.05970602802
956	0.05969964439
957	0.05969213832
958	0.05968582839
959	0.05967941452
960	0.05967296915
961	0.05966785811
962	0.05965801044
963	0.05965181915
964	0.05964349136
965	0.05963193069
966	0.05962153919
967	0.0596130567
968	0.05960766889
969	0.0595961781
970	0.05958596437
971	0.05958005147
972	0.05957421566
973	0.05956510249
974	0.05955705585
975	0.05954959192
976	0.05954248527
977	0.059533229
978	0.05952082584
979	0.05951541126
980	0.05950959753
981	0.05949728
982	0.05947420764
983	0.05946881864
984	0.0594593049
985	0.05945017537
986	0.05943093987
987	0.05942447654
988	0.05941340376
989	0.05940319893
990	0.05939812089
991	0.05939064069
992	0.05936906051
993	0.05935298814
994	0.05934450308
995	0.0593331981
996	0.05932428133
997	0.05931870335
998	0.05931278397
999	0.05930337988
1000	0.05929923046
1001	0.05929156157
1002	0.05927816206
1003	0.05927053904
1004	0.05926735879
1005	0.05925839899
1006	0.05925046185
1007	0.05924280705
1008	0.05923787759
1009	0.0592313875
1010	0.05921356482
1011	0.05920479098
1012	0.05919392687
1013	0.05918656437
1014	0.05917470271
1015	0.05916910978
1016	0.05915892731
1017	0.05914931764
1018	0.059146117
1019	0.05914003998
1020	0.05913005129
1021	0.05912697671
1022	0.05911750718
1023	0.05911115874
1024	0.0591037098
1025	0.05909422225
1026	0.05908548896
1027	0.05907702637
1028	0.05907141961
1029	0.05906516291
1030	0.05905432975
1031	0.05904807351
1032	0.05903736356
1033	0.05902540205
1034	0.05902142209
1035	0.05901145771
1036	0.05900422879
1037	0.05899958809
1038	0.05899002477
1039	0.0589802833
1040	0.05897432126
1041	0.05896488131
1042	0.05895800064
1043	0.05895058432
1044	0.05893567477
1045	0.05892385276
1046	0.05891498286
1047	0.05890505366
1048	0.05890310238
1049	0.05889468274
1050	0.05888898923
1051	0.05888232851
1052	0.05887533223
1053	0.05886734313
1054	0.05886062849
1055	0.05885840999
1056	0.05885158046
1057	0.05884077221
1058	0.0588248276
1059	0.05881745074
1060	0.05880913335
1061	0.05880324126
1062	0.05879925219
1063	0.05878888368
1064	0.05878179874
1065	0.05877271672
1066	0.05876815924
1067	0.05876045335
1068	0.05875087969
1069	0.05873890812
1070	0.05872881137
1071	0.05872681372
1072	0.05872094481
1073	0.05871651455
1074	0.05870979743
1075	0.05870112498
1076	0.05869505227
1077	0.05869496933
1078	0.05868864379
1079	0.05867830345
1080	0.05866362294
1081	0.0586542526
1082	0.05863954775
1083	0.05863225815
1084	0.05862767337
1085	0.0586192081
1086	0.05861743299
1087	0.05860906396
1088	0.05860500272
1089	0.05860104044
1090	0.05859129406
1091	0.05858821325
1092	0.05857855717
1093	0.0585743325
1094	0.05856015298
1095	0.05855201117
1096	0.05854209436
1097	0.05853909188
1098	0.05852874702
1099	0.05852187272
1100	0.058514217
1101	0.05850629891
1102	0.05849367519
1103	0.05848539671
1104	0.0584747903
1105	0.0584678017
1106	0.05845887952
1107	0.05844904339
1108	0.05843694752
1109	0.05843523425
1110	0.05842737775
1111	0.05842178531
1112	0.05841572229
1113	0.05841217963
1114	0.05840655457
1115	0.05840132103
1116	0.05839721818
1117	0.05838733861
1118	0.05838035295
1119	0.05837348071
1120	0.05836804466
1121	0.05835264057
1122	0.0583467828
1123	0.05834636083
1124	0.05833866155
1125	0.05832826279
1126	0.0583231528
1127	0.05831795019
1128	0.05831222972
1129	0.0583067827
1130	0.05830476825
1131	0.05829943622
1132	0.05829157832
1133	0.05828297719
1134	0.05827573907
1135	0.05826946133
1136	0.05825376056
1137	0.05824920734
1138	0.05823885904
1139	0.05822158171
1140	0.05821758743
1141	0.05820944273
1142	0.05820452129
1143	0.05820358317
1144	0.05819845799
1145	0.05819167674
1146	0.05818698034
1147	0.05818214861
1148	0.05817865453
1149	0.05817029385
1150	0.05816206168
1151	0.05815414452
1152	0.05815142728
1153	0.05814335847
1154	0.05814273259
1155	0.05813809307
1156	0.05813766427
1157	0.05813165284
1158	0.0581246893
1159	0.05812405518
1160	0.05811431052
1161	0.05811121521
1162	0.05810361654
1163	0.05809638008
1164	0.05809349066
1165	0.05808447069
1166	0.0580791336
1167	0.05807302869
1168	0.05806556642
1169	0.05806249238
1170	0.05805874617
1171	0.05805466714
1172	0.05805299396
1173	0.05804639864
1174	0.05803854715
1175	0.05802875926
1176	0.05801822487
1177	0.05801416332
1178	0.05800767801
1179	0.05800201403
1180	0.05799784726
1181	0.05799140028
1182	0.05798475952
1183	0.05798300739
1184	0.05798292636
1185	0.0579743174
1186	0.05796731838
1187	0.05795807053
1188	0.05795294107
1189	0.05794160247
1190	0.05793650843
1191	0.05793650842
1192	0.05793142454
1193	0.05792453098
1194	0.05792027091
1195	0.0579143043
1196	0.0579108527
1197	0.05790528903
1198	0.057899924
1199	0.05789381145
1200	0.0578898318
1201	0.05788134355
1202	0.05787521879
1203	0.05786310671
1204	0.05786020853
1205	0.05784681297
1206	0.05783992542
1207	0.05783992524
1208	0.05783530747
1209	0.05782975964
1210	0.05781688747
1211	0.05781678416
1212	0.05781421059
1213	0.05780853789
1214	0.05779869518
1215	0.05779554124
1216	0.05778833733
1217	0.05778279121
1218	0.05777896934
1219	0.0577746076
1220	0.05776740429
1221	0.05775717688
1222	0.05774899967
1223	0.05774525302
1224	0.05774285084
1225	0.05773023606
1226	0.05772647325
1227	0.05772504911
1228	0.05771770311
1229	0.05771179248
1230	0.05770641876
1231	0.05770384023
1232	0.05769649344
1233	0.05769079317
1234	0.05768385428
1235	0.05767821912
1236	0.05767002447
1237	0.05765763023
1238	0.05765516831
1239	0.05764942529
1240	0.05764086732
1241	0.05763879296
1242	0.05763060192
1243	0.05762913075
1244	0.05762497128
1245	0.05761902216
1246	0.05761035742
1247	0.05760492642
1248	0.05760059209
1249	0.05759570908
1250	0.05759111023
1251	0.05758782426
1252	0.05757757272
1253	0.05757410885
1254	0.05756718443
1255	0.05756312681
1256	0.05755677231
1257	0.05755521234
1258	0.05754580682
1259	0.05754362895
1260	0.0575374809
1261	0.05753037295
1262	0.05752566744
1263	0.0575188745
1264	0.05751386609
1265	0.05751288575
1266	0.05750857528
1267	0.05750707201
1268	0.05749772599
1269	0.05749068361
1270	0.05748711106
1271	0.05747789669
1272	0.05746353543
1273	0.0574601232
1274	0.05745515725
1275	0.05745204043
1276	0.05744807564
1277	0.05744762698
1278	0.05744210804
1279	0.05743562299
1280	0.05742717224
1281	0.05742275798
1282	0.05741814162
1283	0.05741718433
1284	0.05741190568
1285	0.05740868245
1286	0.05740304545
1287	0.05739958341
1288	0.05738866704
1289	0.05738339405
1290	0.05738181783
1291	0.05737010904
1292	0.05736846682
1293	0.05736159266
1294	0.05735592406
1295	0.05734973983
1296	0.05733687811
1297	0.05733099642
1298	0.05731912886
1299	0.05731443739
1300	0.05731164144
1301	0.05730603353
1302	0.05730142814
1303	0.05729701633
1304	0.05728786272
1305	0.05728346659
1306	0.05727696914
1307	0.057270041
1308	0.05726661463
1309	0.05725986859
1310	0.05725082539
1311	0.05724772735
1312	0.05723977056
1313	0.05723258903
1314	0.05722718695
1315	0.05722335388
1316	0.05722092551
1317	0.0572162016
1318	0.05721020333
1319	0.05720557503
1320	0.05719991841
1321	0.05719525805
1322	0.05719096796
1323	0.05718656349
1324	0.05718262164
1325	0.05717981815
1326	0.05717135005
1327	0.05716796234
1328	0.05716159091
1329	0.05715932767
1330	0.05714971738
1331	0.0571458247
1332	0.05714247393
1333	0.0571384344
1334	0.05713574196
1335	0.05712608874
1336	0.05712356237
1337	0.05711169034
1338	0.05710654807
1339	0.0571031691
1340	0.05709760363
1341	0.05709425018
1342	0.05708554118
1343	0.05707917983
1344	0.05706943041
1345	0.05706161799
1346	0.05705083113
1347	0.05704260966
1348	0.0570389083
1349	0.05703779183
1350	0.05703080195
1351	0.05702270037
1352	0.05701779257
1353	0.05701168181
1354	0.05700948474
1355	0.05699999645
1356	0.05699770217
1357	0.05699575499
1358	0.05699334492
1359	0.05698832169
1360	0.05697460322
1361	0.05696867173
1362	0.05696542825
1363	0.05695689121
1364	0.05695689119
1365	0.05694717039
1366	0.05694176034
1367	0.05693690891
1368	0.05692699759
1369	0.0569168892
1370	0.05691452375
1371	0.05690765492
1372	0.05689767411
1373	0.05688879429
1374	0.05688408137
1375	0.05687746387
1376	0.05686904731
1377	0.05686408872
1378	0.0568558763
1379	0.05684885119
1380	0.05684240437
1381	0.05683506191
1382	0.05682876824
1383	0.05682615045
1384	0.05681884496
1385	0.05681382661
1386	0.05680589827
1387	0.0568044977
1388	0.05680008372
1389	0.05679146433
1390	0.05678764194
1391	0.05677652643
1392	0.05676936576
1393	0.05676378487
1394	0.05675452006
1395	0.05674756508
1396	0.05674380042
1397	0.05674056979
1398	0.0567334636
1399	0.05672619847
1400	0.05671236201
1401	0.05670363125
1402	0.056697515
1403	0.05669607981
1404	0.05669061881
1405	0.05668190834
1406	0.05667548144
1407	0.0566692578
1408	0.05666130238
1409	0.05665895469
1410	0.05665258582
1411	0.0566429853
1412	0.05663926413
1413	0.05662914089
1414	0.05662451042
1415	0.05662092424
1416	0.05661113257
1417	0.05660337712
1418	0.05659586883
1419	0.05659286203
1420	0.05658771839
1421	0.0565782338
1422	0.05657153616
1423	0.05656682815
1424	0.0565664936
1425	0.05655870624
1426	0.05655057848
1427	0.05654215932
1428	0.05654069895
1429	0.05653804942
1430	0.05653457057
1431	0.05652589483
1432	0.05652110772
1433	0.05651550169
1434	0.0565087054
1435	0.05650547576
1436	0.05650177526
1437	0.05649538414
1438	0.05649079676
1439	0.05648223075
1440	0.05647627663
1441	0.05646933911
1442	0.05646163108
1443	0.05645719939
1444	0.05645584662
1445	0.05645373986
1446	0.05644598619
1447	0.05643786063
1448	0.05643260031
1449	0.05642446693
1450	0.05641763676
1451	0.05641326739
1452	0.05640895361
1453	0.05639905295
1454	0.05639866382
1455	0.05639256878
1456	0.05638776888
1457	0.0563799017
1458	0.05637350782
1459	0.05636658046
1460	0.05636488287
1461	0.05635724341
1462	0.05635118908
1463	0.05634601076
1464	0.05634196206
1465	0.05633173814
1466	0.05632598266
1467	0.05631807526
1468	0.05631466916
1469	0.05630906725
1470	0.0563054297
1471	0.05630133193
1472	0.05629542008
1473	0.05628711374
1474	0.05628365139
1475	0.05627819231
1476	0.05627282556
1477	0.05626628977
1478	0.05626209279
1479	0.05625501073
1480	0.05624894355
1481	0.05624286438
1482	0.05623918757
1483	0.05623523145
1484	0.05623097725
1485	0.05623051033
1486	0.05622471778
1487	0.05622102748
1488	0.05621246816
1489	0.05620613569
1490	0.0562033433
1491	0.05619853462
1492	0.05619336336
1493	0.05618749177
1494	0.056184614
1495	0.05618111213
1496	0.05617328395
1497	0.05617007023
1498	0.05616378696
1499	0.05615951243
