iter	RMSE
234	0.07946856685
235	0.0793467488
236	0.07923721751
237	0.07914113835
238	0.07901494292
239	0.07894308289
240	0.07885801467
241	0.07877424396
242	0.07865587921
243	0.07856894799
244	0.07847436906
245	0.07838705698
246	0.07829024151
247	0.07816019401
248	0.07807203498
249	0.07795604678
250	0.07788626816
251	0.07776268893
252	0.07765689894
253	0.07758604466
254	0.07753298408
255	0.07748114857
256	0.0774301094
257	0.07733306551
258	0.07725861616
259	0.07721096201
260	0.07713018126
261	0.07707948463
262	0.07705289088
263	0.07694430306
264	0.07687264846
265	0.07681989017
266	0.07670690821
267	0.07656778294
268	0.07650232365
269	0.07642523878
270	0.07639275195
271	0.07631075757
272	0.07621131126
273	0.07611959011
274	0.07604530964
275	0.07598576255
276	0.07590008276
277	0.07583488769
278	0.07577141116
279	0.075719073
280	0.07567973473
281	0.07561256655
282	0.07550802044
283	0.07543282534
284	0.07537960603
285	0.07529704422
286	0.07521822127
287	0.07516704774
288	0.07509721747
289	0.07501168348
290	0.07494249519
291	0.07488148183
292	0.07480988401
293	0.07474695275
294	0.07468560613
295	0.07461769407
296	0.0745700605
297	0.07449147353
298	0.07442705023
299	0.07433956071
300	0.07427335179
301	0.07422270961
302	0.07417375071
303	0.07411988532
304	0.07408007153
305	0.07400299372
306	0.07393935078
307	0.07388443255
308	0.0738035288
309	0.07375832028
310	0.07367798344
311	0.07359538826
312	0.07355579652
313	0.07348230427
314	0.07343893884
315	0.0733475336
316	0.07328963878
317	0.07323286874
318	0.07316544229
319	0.07310421971
320	0.07305838048
321	0.07300353986
322	0.07295446362
323	0.07289592118
324	0.07282505298
325	0.07273602086
326	0.07266299483
327	0.07260869231
328	0.07256313465
329	0.07250429387
330	0.0724372165
331	0.07239153863
332	0.07234240131
333	0.07228841661
334	0.07224541368
335	0.07218357555
336	0.07215160717
337	0.07209607495
338	0.0720514536
339	0.07200183198
340	0.07194639923
341	0.07191164187
342	0.07186980126
343	0.07182326241
344	0.07177092711
345	0.07173508662
346	0.07170491181
347	0.07165555974
348	0.07157772948
349	0.07154132541
350	0.07149557458
351	0.07147621691
352	0.0714468599
353	0.07138864037
354	0.07135341572
355	0.07130636198
356	0.07124033276
357	0.07120807869
358	0.07118343166
359	0.07112891052
360	0.07108776238
361	0.07105585554
362	0.07099255367
363	0.07096202569
364	0.07091195739
365	0.07089736654
366	0.07085594932
367	0.07081974337
368	0.07072710984
369	0.07067999599
370	0.07063261356
371	0.07059724151
372	0.07054700956
373	0.07052434726
374	0.07048191292
375	0.07045602079
376	0.07041592215
377	0.07037501134
378	0.07033281349
379	0.07027434809
380	0.07023892618
381	0.07020607186
382	0.07014423458
383	0.07010352514
384	0.07007679619
385	0.07004881136
386	0.0699939598
387	0.06995714905
388	0.06992638553
389	0.06989017866
390	0.06986441693
391	0.06981717531
392	0.06977311249
393	0.06974833744
394	0.06972385696
395	0.06970216686
396	0.06966450555
397	0.0696071052
398	0.06954689316
399	0.06951367879
400	0.06946507178
401	0.0694422119
402	0.06941775945
403	0.06935503153
404	0.06931679507
405	0.06926397341
406	0.06922535749
407	0.06918585956
408	0.06914830647
409	0.06910914584
410	0.06908313085
411	0.06906645761
412	0.06903047477
413	0.06900861955
414	0.06898233307
415	0.06896156897
416	0.06892625184
417	0.06889588726
418	0.06886141249
419	0.06882906519
420	0.06879849173
421	0.06876200954
422	0.06876035941
423	0.06873984426
424	0.068706571
425	0.0686680876
426	0.06861394095
427	0.06859199296
428	0.06857913015
429	0.06853907353
430	0.06852164162
431	0.06849819815
432	0.06846404396
433	0.06844312687
434	0.06841586653
435	0.06839071461
436	0.06833741165
437	0.06829888115
438	0.06828304782
439	0.0682822523
440	0.06824135498
441	0.06822003897
442	0.06819864731
443	0.0681851307
444	0.06816257208
445	0.06810345333
446	0.06807417867
447	0.06802493818
448	0.06798939977
449	0.06796965293
450	0.0679337071
451	0.06789465344
452	0.06787292529
453	0.06783863656
454	0.067807858
455	0.06776648382
456	0.06772606717
457	0.06770156331
458	0.0676757632
459	0.06767439286
460	0.06764683253
461	0.06763536468
462	0.06759970368
463	0.06757319228
464	0.06756002674
465	0.06753513191
466	0.06750953819
467	0.06749457225
468	0.06746018594
469	0.06741950584
470	0.06741851467
471	0.06739501417
472	0.06737488889
473	0.06734486871
474	0.06733367984
475	0.06733287207
476	0.06730022327
477	0.06728915626
478	0.0672614243
479	0.06726097789
480	0.06725016598
481	0.06723306765
482	0.06720955631
483	0.06720911453
484	0.0671987704
485	0.06717078139
486	0.06717021259
487	0.06714699674
488	0.06712437394
489	0.06710994616
490	0.06709082296
491	0.06707794667
492	0.06707755204
493	0.06706109656
494	0.06704862556
495	0.06703632245
496	0.06701920422
497	0.06698939785
498	0.06696174226
499	0.06693598492
500	0.06691379026
501	0.06688684889
502	0.06688571233
503	0.06686294577
504	0.066825792
505	0.06679829405
506	0.06677169685
507	0.0667381043
508	0.06671115546
509	0.06671059284
510	0.06668567919
511	0.06668445948
512	0.06667168009
513	0.06663891642
514	0.06661714514
515	0.06659619464
516	0.06657751863
517	0.06654782974
518	0.06653024374
519	0.06650929447
520	0.06649634126
521	0.06647362503
522	0.06645059322
523	0.06643662327
524	0.06643522065
525	0.06641289432
526	0.06639653913
527	0.066373406
528	0.06634882156
529	0.06633148719
530	0.06630609819
531	0.06628427986
532	0.06625300863
533	0.06621989592
534	0.06619278699
535	0.0661781265
536	0.06615863755
537	0.06614591573
538	0.06613171189
539	0.06609950765
540	0.06608424828
541	0.06607169214
542	0.06604945171
543	0.06604379475
544	0.06602921031
545	0.06601459238
546	0.06597298612
547	0.06595546291
548	0.06593675009
549	0.06591075142
550	0.06589770428
551	0.06588397757
552	0.06586840595
553	0.06585734244
554	0.06585564376
555	0.06584430285
556	0.06581951552
557	0.06580446811
558	0.06579497514
559	0.06577243969
560	0.06576243385
561	0.06574323425
562	0.06571766617
563	0.06568540655
564	0.06566303863
565	0.06563678157
566	0.0656184781
567	0.06559042169
568	0.06558941324
569	0.06555996237
570	0.06552507845
571	0.06550071898
572	0.06549655593
573	0.06546912883
574	0.06545106115
575	0.06542270913
576	0.06539887512
577	0.06539293824
578	0.06537304097
579	0.06534405314
580	0.06532252187
581	0.06529802281
582	0.06528317243
583	0.06526270897
584	0.06524485601
585	0.06522550891
586	0.06522532195
587	0.06520435928
588	0.06518295104
589	0.06517050707
590	0.0651547046
591	0.06514878486
592	0.065138222
593	0.06511862284
594	0.06511794088
595	0.06507551624
596	0.06505442753
597	0.06505397038
598	0.06505379257
599	0.0650525351
600	0.06503628392
601	0.06502930619
602	0.0649955097
603	0.0649749591
604	0.0649616421
605	0.06496132017
606	0.064951344
607	0.06492646099
608	0.06491123382
609	0.06489228952
610	0.06487047264
611	0.06485342385
612	0.06485209659
613	0.06484169598
614	0.06481108217
615	0.0647842373
616	0.06476520291
617	0.0647555263
618	0.06473895645
619	0.06473807734
620	0.06473121402
621	0.06471662227
622	0.06471620164
623	0.06470719973
624	0.06469259372
625	0.06466521973
626	0.06463606116
627	0.06461772626
628	0.06459388108
629	0.06458611329
630	0.06457182823
631	0.06456627383
632	0.06454136206
633	0.06454103481
634	0.06452416661
635	0.06450098149
636	0.06448405894
637	0.0644716161
638	0.0644600048
639	0.06444800782
640	0.06444785612
641	0.06443676835
642	0.06443190841
643	0.06441615462
644	0.06439763835
645	0.06437146236
646	0.06437061828
647	0.06435708083
648	0.06435246832
649	0.06432738887
650	0.06432714737
651	0.06430953687
652	0.06429760171
653	0.06428495095
654	0.06426622811
655	0.06424129724
656	0.06424108036
657	0.0642173509
658	0.0641952663
659	0.06418689803
660	0.06417873007
661	0.06417801916
662	0.06415538896
663	0.06414241103
664	0.06414156559
665	0.06411485606
666	0.06411387113
667	0.06410275282
668	0.0640839783
669	0.06408299435
670	0.06405070642
671	0.0640239145
672	0.06401353406
673	0.06398988177
674	0.06396711
675	0.063950144
676	0.06394933689
677	0.06392968846
678	0.06390549272
679	0.06388348908
680	0.06387023993
681	0.06384446095
682	0.06383840681
683	0.06381048169
684	0.06379882571
685	0.06377599996
686	0.06375970972
687	0.06372877534
688	0.06370898334
689	0.0637088284
690	0.06368377599
691	0.06366995071
692	0.0636496891
693	0.063639338
694	0.06362841762
695	0.06361246607
696	0.06360044828
697	0.0635842775
698	0.06356272387
699	0.06354168785
700	0.06352220841
701	0.06349513708
702	0.06347058929
703	0.06346998618
704	0.06344383923
705	0.06342232717
706	0.06341027551
707	0.06339672373
708	0.06337076397
709	0.06334176481
710	0.06332813479
711	0.06331714028
712	0.0633062252
713	0.06329742854
714	0.06328534739
715	0.06326908553
716	0.06325426858
717	0.0632476037
718	0.06323556813
719	0.0632194422
720	0.06320601578
721	0.0631941636
722	0.06318177565
723	0.06316083595
724	0.06314547928
725	0.06313512606
726	0.0631119142
727	0.06310305616
728	0.06309008846
729	0.06307887281
730	0.06306998184
731	0.06305399566
732	0.06304027322
733	0.06303210682
734	0.06301804767
735	0.06300035752
736	0.06298572512
737	0.06296379236
738	0.06295056038
739	0.0629326337
740	0.06292594317
741	0.06291174525
742	0.06289303155
743	0.06288079836
744	0.0628589723
745	0.06284162537
746	0.06282728723
747	0.06281170702
748	0.06279536929
749	0.06278276093
750	0.06276551449
751	0.0627651532
752	0.06276499037
753	0.06275017332
754	0.06274350402
755	0.06272350684
756	0.06270546664
757	0.06269449103
758	0.06268395301
759	0.06266884429
760	0.06266871794
761	0.06265481774
762	0.06264930744
763	0.06264333643
764	0.06262938406
765	0.06261609688
766	0.06260678605
767	0.06259914044
768	0.06259231087
769	0.06258705461
770	0.06257301828
771	0.06255917999
772	0.06255404296
773	0.06253798851
774	0.06252254764
775	0.06250545682
776	0.06247387095
777	0.06245184333
778	0.06243975146
779	0.06242648987
780	0.06239946051
781	0.06237989928
782	0.06236226927
783	0.06236135274
784	0.06234832008
785	0.06232962214
786	0.06231961471
787	0.06230844273
788	0.06228368064
789	0.0622778888
790	0.06226327394
791	0.06225824536
792	0.06224723742
793	0.06223047471
794	0.06222547148
795	0.06220324549
796	0.06219765661
797	0.06218618003
798	0.06217875357
799	0.06215228928
800	0.06214485381
801	0.06213434587
802	0.06213420471
803	0.06211973397
804	0.06210753524
805	0.06210209028
806	0.0620906867
807	0.06207716965
808	0.06207228865
809	0.06205792445
810	0.06205271954
811	0.06204751494
812	0.06204319653
813	0.06203787914
814	0.06202257764
815	0.06200560303
816	0.06198993586
817	0.0619806803
818	0.06197072203
819	0.06197032404
820	0.06196348025
821	0.06196050331
822	0.06195353626
823	0.06194247726
824	0.06191593356
825	0.06191009833
826	0.06190508204
827	0.06190006426
828	0.06189994082
829	0.06187689017
830	0.06187277898
831	0.0618647304
832	0.06185441627
833	0.06185125373
834	0.06184725203
835	0.06183097441
836	0.06182101285
837	0.06182048471
838	0.06181395959
839	0.06181338189
840	0.06178859536
841	0.06178818124
842	0.06178317892
843	0.0617579431
844	0.06175793508
845	0.06174264804
846	0.06174194824
847	0.06174183096
848	0.06173092667
849	0.06173053353
850	0.06171064252
851	0.06171051237
852	0.06169220279
853	0.06168119724
854	0.0616810697
855	0.06165796513
856	0.06164084049
857	0.06164018283
858	0.06163008851
859	0.06160545502
860	0.06159418909
861	0.06158721521
862	0.06158156169
863	0.06156705505
864	0.06154540185
865	0.06154502535
866	0.061536504
867	0.06151631489
868	0.06151201286
869	0.06151012646
870	0.06150187379
871	0.06149132514
872	0.06147089408
873	0.06145706879
874	0.06144746674
875	0.06143855489
876	0.0614274072
877	0.06141729417
878	0.06140044743
879	0.06139983572
880	0.06138422082
881	0.06137841102
882	0.06136821273
883	0.06136737189
884	0.06134816661
885	0.06134411088
886	0.06132886564
887	0.06130229704
888	0.06129046728
889	0.0612828009
890	0.06128251604
891	0.06127482914
892	0.06125913539
893	0.06124804294
894	0.06124734619
895	0.06123650092
896	0.06121750178
897	0.0612049604
898	0.06119361086
899	0.06118393114
900	0.06116846923
901	0.06115622081
902	0.06114492601
903	0.06113578398
904	0.06112829936
905	0.06112143918
906	0.06111226953
907	0.06110431672
908	0.06108723991
909	0.06107369523
910	0.06107289785
911	0.06105689472
912	0.0610478225
913	0.0610364374
914	0.06102768998
915	0.06101404085
916	0.06100121845
917	0.06099013485
918	0.0609870037
919	0.06097879998
920	0.06097478477
921	0.06096227944
922	0.06094922291
923	0.06094881468
924	0.06093122392
925	0.06092459159
926	0.06092015933
927	0.06091078293
928	0.06090301468
929	0.06089770314
930	0.06088224948
931	0.06088167028
932	0.06088160287
933	0.06086818043
934	0.06085837419
935	0.06084629229
936	0.06082979561
937	0.06081912312
938	0.06081351194
